ENSEMBL,ENTREZID,SYMBOL,logFC,AveExpr,t,P.Value,adj.P.Val
ENSG00000215252,440270,GOLGA8B,0.24764581,4.77734534,0.63167356,0.52999798,0.7031161
ENSG00000101850,4935,GPR143,-0.1410991,2.62402347,-0.6314353,0.53015269,0.70325073
ENSG00000184924,391356,PTRHD1,-0.0896992,3.2112954,-0.6313394,0.53021489,0.70326263
ENSG00000139436,9815,GIT2,0.04544556,5.42460366,0.63106516,0.53039299,0.70342032
ENSG00000026950,11119,BTN3A1,0.11082659,3.7879017,0.63099237,0.53044026,0.70342032
ENSG00000175899,2,A2M,0.14807296,8.06553108,0.63084778,0.53053416,0.70347424
ENSG00000119041,9330,GTF3C3,-0.0521698,4.64408798,-0.630712,0.53062235,0.70348234
ENSG00000090238,83719,YPEL3,-0.1215192,6.85822163,-0.6306744,0.53064676,0.70348234
ENSG00000111247,10635,RAD51AP1,-0.1446265,0.22108401,-0.6304186,0.53081295,0.70352403
ENSG00000140650,5373,PMM2,-0.1331995,0.67593312,-0.6304126,0.53081685,0.70352403
ENSG00000154263,10349,ABCA10,0.13225447,0.75307252,0.6303801,0.53083796,0.70352403
ENSG00000056558,7185,TRAF1,0.16799371,3.69820381,0.63005429,0.53104965,0.70373399
ENSG00000137075,152006,RNF38,0.05957969,6.26010114,0.62968132,0.53129204,0.70386324
ENSG00000110274,22897,CEP164,-0.0819722,4.26121798,-0.6296065,0.53134067,0.70386324
ENSG00000263528,9641,IKBKE,0.14797142,1.43471916,0.62958777,0.53135284,0.70386324
ENSG00000165912,29763,PACSIN3,-0.1034101,3.91662588,-0.6295763,0.53136028,0.70386324
ENSG00000174945,155185,AMZ1,0.11259386,3.06221017,0.62949194,0.53141513,0.70386534
ENSG00000111897,57515,SERINC1,-0.0714826,9.95251778,-0.6293811,0.53148718,0.7038902
ENSG00000120709,51307,FAM53C,0.04998086,6.48260051,0.62928837,0.53154747,0.70389949
ENSG00000196152,7633,ZNF79,-0.0720241,1.74686305,-0.629081,0.53168232,0.7040075
ENSG00000127252,57110,HRASLS,-0.1079722,1.82536518,-0.6289129,0.53179163,0.70404524
ENSG00000181852,10193,RNF41,-0.0702917,6.49017302,-0.6288732,0.5318174,0.70404524
ENSG00000135090,51347,TAOK3,0.04255654,5.98201988,0.6286243,0.53197929,0.70408399
ENSG00000169862,1501,CTNND2,0.05804145,8.500457,0.62854531,0.53203066,0.70408399
ENSG00000198822,2913,GRM3,-0.0876493,6.62466934,-0.6285373,0.5320359,0.70408399
ENSG00000237172,84752,B3GNT9,0.12241577,3.31687741,0.62850047,0.53205983,0.70408399
ENSG00000174292,8711,TNK1,-0.1299814,0.93245315,-0.628403,0.53212325,0.70409739
ENSG00000142959,266675,BEST4,-0.2170666,-0.6791335,-0.6281727,0.53227307,0.70416565
ENSG00000121068,6909,TBX2,0.14265446,2.07546981,0.62815981,0.53228143,0.70416565
ENSG00000258890,90799,CEP95,0.10193339,3.92191288,0.62784002,0.53248951,0.70430556
ENSG00000243710,149465,CFAP57,-0.1755488,0.43072525,-0.6278334,0.53249381,0.70430556
ENSG00000132801,140831,ZSWIM3,0.07483692,2.28689073,0.6274676,0.53273188,0.7045499
ENSG00000171759,5053,PAH,0.16884356,3.05503677,0.62735581,0.53280464,0.70457561
ENSG00000139620,54934,KANSL2,0.06832446,4.2238163,0.62720413,0.53290338,0.70460799
ENSG00000108405,5023,P2RX1,0.26034681,-0.8719326,0.62705402,0.53300111,0.70460799
ENSG00000138381,54529,ASNSD1,0.04727807,5.92019776,0.62698368,0.5330469,0.70460799
ENSG00000169188,27301,APEX2,0.05668361,3.44704689,0.62696715,0.53305766,0.70460799
ENSG00000088179,5775,PTPN4,0.11003175,5.98304311,0.62680604,0.53316256,0.70460799
ENSG00000180901,23510,KCTD2,-0.0482699,7.2873054,-0.6267975,0.53316812,0.70460799
ENSG00000105479,93233,CCDC114,-0.1733645,-0.5087297,-0.6266715,0.53325016,0.70460799
ENSG00000095739,25805,BAMBI,0.11545446,3.34155774,0.6266629,0.53325577,0.70460799
ENSG00000007545,57585,CRAMP1,-0.0539943,4.03657979,-0.6263383,0.53346719,0.70481685
ENSG00000131748,10948,STARD3,0.10814283,5.14836207,0.62549019,0.53401973,0.70547632
ENSG00000188199,729262,NUTM2B,0.23087055,-0.6742133,0.62511842,0.53426204,0.70569149
ENSG00000143748,4931,NVL,-0.0723742,3.37002977,-0.6250764,0.53428943,0.70569149
ENSG00000182359,143879,KBTBD3,-0.0853445,3.63457287,-0.6242772,0.53481051,0.70630913
ENSG00000127191,7186,TRAF2,-0.0801671,3.72297518,-0.6226144,0.53589557,0.70767139
ENSG00000162585,199990,FAAP20,-0.1183609,3.30417392,-0.6223861,0.5360446,0.70779744
ENSG00000143847,8497,PPFIA4,-0.0940215,6.80695044,-0.622087,0.53623995,0.70798463
ENSG00000177679,222183,SRRM3,-0.1010445,5.14295853,-0.6216928,0.5364974,0.70825377
ENSG00000133112,7178,TPT1,-0.0716859,9.7959667,-0.6210122,0.53694214,0.70877006
ENSG00000157020,6396,SEC13,-0.0465039,5.79361881,-0.6207929,0.53708544,0.70888839
ENSG00000220201,100125288,ZGLP1,0.16854666,0.07971228,0.62057664,0.53722681,0.70900415
ENSG00000143498,9015,TAF1A,-0.0863877,1.61603215,-0.6203104,0.53740087,0.70916303
ENSG00000179058,375759,C9orf50,-0.2029051,-0.7571012,-0.6198411,0.53770774,0.70949712
ENSG00000155313,29761,USP25,0.0735228,5.60592109,0.61973484,0.53777724,0.70951796
ENSG00000074935,51175,TUBE1,0.07766169,3.98812762,0.61963751,0.5378409,0.7095311
ENSG00000104936,1760,DMPK,0.12071179,4.98673981,0.61954277,0.53790287,0.709542
ENSG00000017483,92745,SLC38A5,-0.1669017,4.17130679,-0.6193133,0.53805296,0.70966914
ENSG00000168385,4735,2-Sep,0.09250374,8.70196263,0.61906623,0.53821464,0.70974198
ENSG00000134602,51765,STK26,0.1200663,0.73500478,0.61901232,0.53824991,0.70974198
ENSG00000170417,130827,TMEM182,0.10208557,1.82874456,0.61895068,0.53829025,0.70974198
ENSG00000173930,353189,SLCO4C1,-0.159021,0.65383223,-0.6189005,0.53832307,0.70974198
ENSG00000197584,10242,KCNMB2,-0.1115654,1.49493404,-0.6187207,0.53844072,0.70978875
ENSG00000070770,1459,CSNK2A2,-0.0364902,5.84109504,-0.6186821,0.53846599,0.70978875
ENSG00000175768,401505,TOMM5,-0.1386044,0.08190751,-0.6185981,0.53852097,0.70979041
ENSG00000196967,199704,ZNF585A,0.06044358,3.70452611,0.61841636,0.53863995,0.70987641
ENSG00000114480,2632,GBE1,0.0626982,3.90653306,0.61814733,0.53881607,0.71003769
ENSG00000205809,3822,KLRC2,0.30690738,-0.5882719,0.61781061,0.53903654,0.71025739
ENSG00000170638,80305,TRABD,0.14735442,2.67610627,0.61695636,0.53959609,0.71092377
ENSG00000198960,54470,ARMCX6,0.0606714,3.25307213,0.61672363,0.53974859,0.71105378
ENSG00000103544,57020,VPS35L,-0.0491987,6.09847684,-0.6162331,0.5400701,0.71140639
ENSG00000124251,27296,TP53TG5,-0.2636579,1.66877374,-0.6159366,0.54026444,0.71159145
ENSG00000135414,10220,GDF11,0.09709615,5.96772504,0.61546079,0.54057643,0.71193139
ENSG00000055118,3757,KCNH2,-0.0835947,4.24120038,-0.6149138,0.54093521,0.71226691
ENSG00000175471,79772,MCTP1,-0.1104146,5.5862004,-0.6148515,0.54097609,0.71226691
ENSG00000175265,23015,GOLGA8A,0.1241466,5.07634352,0.61478361,0.54102061,0.71226691
ENSG00000134852,9575,CLOCK,0.07863458,5.58307627,0.61474366,0.54104683,0.71226691
ENSG00000069275,64710,NUCKS1,0.05468372,8.96537609,0.61433219,0.54131683,0.71255135
ENSG00000090975,57605,PITPNM2,-0.0742385,5.56603571,-0.6142425,0.54137566,0.7125578
ENSG00000145781,51397,COMMD10,-0.0539185,4.41775669,-0.6137289,0.54171278,0.7129305
ENSG00000137073,55833,UBAP2,-0.0448905,4.48445725,-0.6135376,0.54183839,0.71302478
ENSG00000163867,9204,ZMYM6,-0.045973,4.01291818,-0.6134416,0.54190142,0.71303671
ENSG00000165527,382,ARF6,0.03979385,5.39337259,0.61303557,0.54216809,0.71331655
ENSG00000240065,5698,PSMB9,0.12513339,2.66959307,0.6128576,0.54228498,0.7133993
ENSG00000181631,53829,P2RY13,0.17716233,1.61449865,0.61242194,0.54257119,0.71370475
ENSG00000128815,57705,WDFY4,0.15310356,1.84971337,0.61230303,0.54264931,0.71373646
ENSG00000078596,9452,ITM2A,0.12380062,6.69131965,0.61216894,0.54273743,0.7137813
ENSG00000175482,57804,POLD4,-0.1203431,0.80143579,-0.6116597,0.54307212,0.71413134
ENSG00000160188,89765,RSPH1,-0.0836352,3.42534747,-0.6114923,0.54318217,0.71413134
ENSG00000109047,5957,RCVRN,0.28411786,0.25471782,0.61144786,0.54321139,0.71413134
ENSG00000124212,5740,PTGIS,0.21119464,1.94350193,0.61143506,0.5432198,0.71413134
ENSG00000178053,4291,MLF1,-0.0636768,4.50846463,-0.6113387,0.54328316,0.71414358
ENSG00000100304,23170,TTLL12,-0.0685177,5.31088201,-0.6111501,0.54340719,0.71423555
ENSG00000161013,11282,MGAT4B,-0.057958,5.21787079,-0.6110577,0.54346791,0.7142443
ENSG00000008277,53616,ADAM22,-0.0902936,6.82871184,-0.6104835,0.54384558,0.71465236
ENSG00000143643,79573,TTC13,0.05340315,3.63376157,0.6103476,0.54393498,0.71465236
ENSG00000148459,23590,PDSS1,0.07026538,1.90274892,0.61033895,0.54394067,0.71465236
ENSG00000124831,9208,LRRFIP1,-0.0609012,5.71553902,-0.6101578,0.54405983,0.71473784
ENSG00000132475,3021,H3F3B,-0.1044958,8.26463161,-0.6100383,0.54413847,0.71474306
ENSG00000183496,84206,MEX3B,-0.0959188,2.00219748,-0.6099874,0.544172,0.71474306
ENSG00000102763,23078,VWA8,0.07244432,4.7220882,0.60981773,0.54428362,0.71481861
ENSG00000142949,5792,PTPRF,-0.0557011,7.31928556,-0.6096985,0.54436206,0.71485056
ENSG00000132781,4595,MUTYH,0.11199172,3.19622824,0.60943927,0.54453271,0.71498971
ENSG00000182612,83882,TSPAN10,0.14415198,-0.3582385,0.60934579,0.54459425,0.71498971
ENSG00000160714,55585,UBE2Q1,-0.0430694,6.55991841,-0.6092909,0.54463037,0.71498971
ENSG00000116127,7840,ALMS1,0.07411456,4.09638939,0.60920756,0.54468525,0.71499071
ENSG00000180376,285331,CCDC66,0.07623879,3.6576583,0.60892012,0.5448745,0.71516808
ENSG00000083838,55663,ZNF446,-0.0935593,3.31293396,-0.6087745,0.54497041,0.71522291
ENSG00000124587,5190,PEX6,-0.0960413,5.42087258,-0.6081486,0.54538263,0.71557961
ENSG00000110218,24145,PANX1,-0.1061231,3.49588314,-0.6080649,0.5454378,0.71557961
ENSG00000143149,223,ALDH9A1,0.08616982,6.36297487,0.60805315,0.54544551,0.71557961
ENSG00000037637,54455,FBXO42,0.04260538,4.9703841,0.60803291,0.54545885,0.71557961
ENSG00000130363,83861,RSPH3,-0.0811823,3.95700842,-0.6076467,0.54571333,0.71582617
ENSG00000168096,124401,ANKS3,-0.0962562,3.83419665,-0.6075832,0.54575514,0.71582617
ENSG00000108963,1801,DPH1,-0.0654013,3.84414368,-0.6074927,0.5458148,0.71583334
ENSG00000172005,4118,MAL,-0.2013819,5.77677115,-0.6072597,0.54596836,0.71594007
ENSG00000068079,3430,IFI35,0.13825046,3.16241436,0.60720481,0.54600455,0.71594007
ENSG00000167397,79001,VKORC1,-0.1433132,-0.0594267,-0.6069438,0.54617662,0.71605172
ENSG00000182208,81532,MOB2,-0.0619664,4.87318868,-0.6068476,0.54624004,0.71605172
ENSG00000204172,642517,AGAP9,-0.1433979,1.84659387,-0.606829,0.54625229,0.71605172
ENSG00000213967,730087,ZNF726,0.09888734,0.90944075,0.60651071,0.54646217,0.71625577
ENSG00000120334,91687,CENPL,0.0835602,1.73010208,0.60620232,0.54666555,0.71638593
ENSG00000158815,8822,FGF17,0.19093237,2.66627335,0.6061957,0.54666992,0.71638593
ENSG00000157927,55698,RADIL,0.14454584,2.40175037,0.60582399,0.54691511,0.71658286
ENSG00000148384,56623,INPP5E,-0.070529,4.74187102,-0.6058034,0.54692867,0.71658286
ENSG00000170889,6203,RPS9,-0.0755743,7.80627287,-0.6057127,0.54698853,0.71659023
ENSG00000137831,55075,UACA,0.11672776,4.06455985,0.60533281,0.5472392,0.71684754
ENSG00000164611,9232,PTTG1,-0.1032305,2.17306488,-0.6049928,0.54746359,0.7169471
ENSG00000116273,148479,PHF13,0.04907462,4.41665784,0.6049165,0.54751396,0.7169471
ENSG00000114735,51409,HEMK1,-0.0798009,3.89007314,-0.6048835,0.54753572,0.7169471
ENSG00000112658,6722,SRF,0.0415956,5.44263331,0.60488228,0.54753654,0.7169471
ENSG00000138642,55008,HERC6,-0.1171832,4.59318518,-0.6047852,0.54760063,0.7169471
ENSG00000161243,126433,FBXO27,-0.0528394,4.62913221,-0.6047244,0.54764079,0.7169471
ENSG00000173276,49854,ZBTB21,0.06080256,4.60438451,0.6046324,0.5477015,0.71695553
ENSG00000102032,5973,RENBP,-0.1102203,2.84689796,-0.6041263,0.54803568,0.71732192
ENSG00000205116,643965,TMEM88B,0.24761626,-0.318038,0.6037813,0.54826353,0.71749137
ENSG00000008516,64386,MMP25,-0.2613053,-1.367135,-0.6037443,0.54828796,0.71749137
ENSG00000049283,55040,EPN3,0.22739065,1.91026955,0.60368361,0.54832807,0.71749137
ENSG00000167766,55769,ZNF83,0.11037442,5.10747305,0.60359127,0.54838907,0.71750013
ENSG00000110881,41,ASIC1,-0.0588688,5.63071698,-0.603335,0.5485584,0.71759652
ENSG00000075391,9462,RASAL2,-0.0832166,5.55830137,-0.6033153,0.54857136,0.71759652
ENSG00000178171,205147,AMER3,-0.103765,4.36160609,-0.6028969,0.54884788,0.71788716
ENSG00000135597,85021,REPS1,0.05848389,5.56682248,0.60270548,0.54897439,0.71792305
ENSG00000111832,51389,RWDD1,-0.0478855,5.84060331,-0.6026373,0.54901948,0.71792305
ENSG00000124019,79843,FAM124B,-0.1971529,0.41498377,-0.6025455,0.54908011,0.71792305
ENSG00000031691,55166,CENPQ,0.10125837,3.10420211,0.60246232,0.54913511,0.71792305
ENSG00000115307,550,AUP1,-0.0794247,6.00048234,-0.6024043,0.5491735,0.71792305
ENSG00000117020,10000,AKT3,-0.0665259,7.33987199,-0.6023046,0.54923939,0.71792305
ENSG00000183386,2275,FHL3,0.07040687,2.89634588,0.60227994,0.54925569,0.71792305
ENSG00000143553,23557,SNAPIN,-0.0583961,4.78313131,-0.6018552,0.54953657,0.71807795
ENSG00000164237,134147,CMBL,0.06032531,5.36591445,0.6017746,0.54958984,0.71807795
ENSG00000164211,134429,STARD4,0.07426952,5.4357416,0.60169124,0.54964497,0.71807795
ENSG00000126107,79654,HECTD3,-0.0468562,5.15744642,-0.6016911,0.54964508,0.71807795
ENSG00000158715,85414,SLC45A3,0.24406879,3.42135174,0.60163972,0.54967905,0.71807795
ENSG00000137200,23070,CMTR1,0.03661195,5.86416037,0.60160758,0.5497003,0.71807795
ENSG00000037757,84245,MRI1,0.08575886,4.05973095,0.60135169,0.54986956,0.71812108
ENSG00000137571,81796,SLCO5A1,-0.1141345,-0.1156939,-0.6012943,0.5499075,0.71812108
ENSG00000131697,261734,NPHP4,0.07128897,3.74233753,0.60125758,0.54993182,0.71812108
ENSG00000164114,79884,MAP9,-0.1101957,5.84449554,-0.6011405,0.55000928,0.71812108
ENSG00000104881,10848,PPP1R13L,0.14954913,1.62698599,0.60113482,0.55001303,0.71812108
ENSG00000163006,165055,CCDC138,0.07201395,2.10501547,0.60104971,0.55006935,0.71812108
ENSG00000104613,55174,INTS10,0.03892246,5.9227341,0.60098253,0.55011379,0.71812108
ENSG00000197162,146540,ZNF785,0.05973131,4.15729326,0.60074608,0.55027026,0.71825436
ENSG00000127720,84190,METTL25,0.07483172,1.70972279,0.60055591,0.55039611,0.71834766
ENSG00000095970,54209,TREM2,0.15679414,2.99730946,0.60032193,0.55055098,0.71847881
ENSG00000127415,3425,IDUA,-0.1157146,2.0635751,-0.6000089,0.55075821,0.71867827
ENSG00000204682,399726,CASC10,0.09886134,3.28874346,0.59977387,0.55091381,0.71881032
ENSG00000174606,90806,ANGEL2,0.0517379,5.61862251,0.59861799,0.55167944,0.7197382
ENSG00000185681,254956,MORN5,-0.1027066,0.8647712,-0.5984165,0.55181297,0.71984133
ENSG00000125388,2868,GRK4,-0.0549959,3.44867182,-0.5980928,0.55202749,0.72005008
ENSG00000105287,25865,PRKD2,0.10529818,3.2876099,0.59769711,0.55228979,0.7203211
ENSG00000153391,125476,INO80C,-0.0706961,2.83859066,-0.5975717,0.55237297,0.72035848
ENSG00000176887,6664,SOX11,-0.0897856,1.27205893,-0.597457,0.55244902,0.72038654
ENSG00000179270,388939,PCARE,0.17963941,-0.6303813,0.59733551,0.55252955,0.72042045
ENSG00000198721,10455,ECI2,0.09288381,5.57236795,0.596992,0.55275736,0.72064637
ENSG00000092295,7051,TGM1,0.15444566,0.15264485,0.5969079,0.55281315,0.72064798
ENSG00000165055,55798,METTL2B,0.04791562,4.65784972,0.59655196,0.55304926,0.72066001
ENSG00000076201,25930,PTPN23,0.06361366,5.508064,0.59642913,0.55313076,0.72066001
ENSG00000171425,51545,ZNF581,-0.1072417,2.10410429,-0.5963612,0.55317585,0.72066001
ENSG00000105926,51678,MPP6,0.0955734,5.51936732,0.59633489,0.55319329,0.72066001
ENSG00000120254,25902,MTHFD1L,-0.0703461,3.63070613,-0.5962862,0.55322558,0.72066001
ENSG00000168071,283234,CCDC88B,0.12319674,3.15839134,0.59614838,0.55331705,0.72066001
ENSG00000185127,387263,C6orf120,0.05623789,4.9555577,0.59612232,0.55333434,0.72066001
ENSG00000171217,49861,CLDN20,0.23413099,-1.248446,0.59607698,0.55336443,0.72066001
ENSG00000106633,2645,GCK,0.09533734,2.26548347,0.59601559,0.55340517,0.72066001
ENSG00000163607,29083,GTPBP8,0.06121009,2.97249494,0.59601475,0.55340573,0.72066001
ENSG00000146376,93663,ARHGAP18,0.09540483,2.64239592,0.59598967,0.55342238,0.72066001
ENSG00000173218,81839,VANGL1,0.12843041,1.96750638,0.59579404,0.55355221,0.72073174
ENSG00000058799,54432,YIPF1,-0.052303,4.50414135,-0.5957303,0.55359453,0.72073174
ENSG00000162368,51727,CMPK1,-0.0522935,7.18395992,-0.5956601,0.55364111,0.72073174
ENSG00000160216,56894,AGPAT3,-0.0492659,6.97417583,-0.5951388,0.55398723,0.72111126
ENSG00000181035,284439,SLC25A42,-0.0475125,4.91210388,-0.5950527,0.55404437,0.72111459
ENSG00000142089,10410,IFITM3,0.18703298,7.20226237,0.5949433,0.55411703,0.72113812
ENSG00000180900,23513,SCRIB,0.14447405,5.55589796,0.5946817,0.55429077,0.72129318
ENSG00000110934,51411,BIN2,0.13516036,1.82535656,0.59438801,0.55448585,0.72142283
ENSG00000073060,949,SCARB1,0.09306117,5.79458165,0.59436729,0.55449961,0.72142283
ENSG00000166897,114794,ELFN2,-0.088035,6.12867712,-0.5938831,0.55482128,0.72173426
ENSG00000121058,8161,COIL,-0.0381648,4.15440609,-0.5938426,0.55484824,0.72173426
ENSG00000280789,79447,PAGR1,-0.1470333,0.3526251,-0.5936109,0.55500217,0.72186116
ENSG00000145740,64924,SLC30A5,0.04407261,4.7253874,0.59347964,0.55508944,0.72186116
ENSG00000164506,134957,STXBP5,-0.1136667,6.4613019,-0.5934492,0.5551097,0.72186116
ENSG00000136448,4836,NMT1,0.04232293,7.35810445,0.59330684,0.5552043,0.72191312
ENSG00000150627,116966,WDR17,-0.115366,5.06877018,-0.593028,0.55538967,0.72201231
ENSG00000144504,51281,ANKMY1,-0.0774211,2.63708079,-0.5930277,0.55538988,0.72201231
ENSG00000085265,2219,FCN1,0.35582436,-1.4236992,0.59278467,0.55555146,0.72215131
ENSG00000183605,119559,SFXN4,-0.0568534,4.29803806,-0.5925577,0.55570238,0.72227643
ENSG00000039139,1767,DNAH5,-0.1456766,0.85469499,-0.5922546,0.55590395,0.7224007
ENSG00000102265,7076,TIMP1,0.18850953,4.40125621,0.59224953,0.55590735,0.7224007
ENSG00000122254,9956,HS3ST2,-0.1586246,4.6441132,-0.5920175,0.55606167,0.72253018
ENSG00000108474,9487,PIGL,-0.0642022,3.04232107,-0.59179,0.55621303,0.72265578
ENSG00000205707,144363,ETFRF1,-0.0562205,5.46106298,-0.5916009,0.55633889,0.72271122
ENSG00000119411,54836,BSPRY,-0.1181516,2.1775592,-0.5915459,0.55637549,0.72271122
ENSG00000164326,9607,CARTPT,-0.2453359,4.57533376,-0.5914793,0.55641981,0.72271122
ENSG00000041802,55341,LSG1,0.04726533,4.97287908,0.59127114,0.55655832,0.72276804
ENSG00000100490,8814,CDKL1,-0.1070621,3.35766581,-0.5912491,0.55657297,0.72276804
ENSG00000198944,134548,SOWAHA,0.11085784,6.73638147,0.5911158,0.55666172,0.72281225
ENSG00000176407,56888,KCMF1,-0.0473891,6.21132266,-0.5907877,0.55688009,0.72298961
ENSG00000102349,11279,KLF8,-0.1300261,1.96263619,-0.5907462,0.55690775,0.72298961
ENSG00000140743,1039,CDR2,-0.0711686,4.73209805,-0.5905346,0.55704862,0.72301609
ENSG00000165124,79987,SVEP1,0.20026323,2.67841964,0.59048594,0.55708103,0.72301609
ENSG00000145332,57563,KLHL8,0.06538185,4.68534,0.59046898,0.55709232,0.72301609
ENSG00000164124,55314,TMEM144,0.23051,7.03076354,0.59027773,0.55721968,0.72311034
ENSG00000173852,23333,DPY19L1,0.07400774,6.12280372,0.59013999,0.55731141,0.72315835
ENSG00000185716,730094,MOSMO,0.08324077,5.820329,0.58998872,0.55741216,0.72321805
ENSG00000163535,151246,SGO2,0.06454585,1.99952975,0.58988084,0.55748401,0.72324026
ENSG00000158411,129531,MITD1,0.07263254,3.41028056,0.58894456,0.55810784,0.7239179
ENSG00000072310,6720,SREBF1,0.13956364,5.8073962,0.58893241,0.55811593,0.7239179
ENSG00000111728,6489,ST8SIA1,0.07745175,5.30430159,0.58871388,0.55826159,0.72392196
ENSG00000111432,11211,FZD10,0.18476658,-0.2616849,0.58869691,0.5582729,0.72392196
ENSG00000163235,7039,TGFA,0.14772463,4.56091833,0.58868109,0.55828344,0.72392196
ENSG00000176386,246184,CDC26,0.07332809,3.16556416,0.58849396,0.55840819,0.72394622
ENSG00000163510,57703,CWC22,0.03906768,4.46909086,0.58847079,0.55842363,0.72394622
ENSG00000112308,81688,C6orf62,-0.0557914,7.36361831,-0.5884064,0.55846653,0.72394622
ENSG00000068028,11186,RASSF1,0.06313852,4.07732154,0.58811973,0.5586577,0.72405383
ENSG00000169836,6870,TACR3,-0.1946601,0.10799446,-0.588091,0.55867688,0.72405383
ENSG00000143878,388,RHOB,0.09677044,8.08651751,0.58797093,0.55875692,0.72405383
ENSG00000173928,126074,SWSAP1,0.10555135,-0.0355566,0.58795317,0.55876876,0.72405383
ENSG00000182173,283989,TSEN54,-0.1156923,3.03946677,-0.5874611,0.55909698,0.72432183
ENSG00000135740,6553,SLC9A5,0.08049759,3.33936217,0.58743286,0.55911579,0.72432183
ENSG00000166855,10845,CLPX,0.03923218,5.55428437,0.5872655,0.55922743,0.72432183
ENSG00000138942,91445,RNF185,-0.036658,5.87970636,-0.5872435,0.55924208,0.72432183
ENSG00000187164,57698,SHTN1,-0.1403968,7.85183578,-0.5871446,0.5593081,0.72432183
ENSG00000153395,79888,LPCAT1,-0.0547049,5.83396806,-0.5870814,0.55935023,0.72432183
ENSG00000176563,124817,CNTD1,-0.1157797,0.61077378,-0.5870538,0.55936869,0.72432183
ENSG00000183323,202243,CCDC125,0.07139863,2.80574287,0.58694986,0.55943803,0.72432183
ENSG00000224531,221710,SMIM13,-0.0730334,6.84519374,-0.5868405,0.55951097,0.72432183
ENSG00000147509,8601,RGS20,0.15106579,4.63686434,0.58682131,0.55952381,0.72432183
ENSG00000223496,118460,EXOSC6,0.0798607,6.08715259,0.58663728,0.55964662,0.72440983
ENSG00000163159,6944,VPS72,-0.0427565,5.26061685,-0.5857332,0.56025012,0.72496016
ENSG00000118579,80306,MED28,0.04306666,6.21909659,0.58570433,0.56026943,0.72496016
ENSG00000187860,550631,CCDC157,-0.0811344,2.60971495,-0.5856819,0.56028439,0.72496016
ENSG00000141449,80000,GREB1L,0.13906154,1.00013491,0.58567162,0.56029127,0.72496016
ENSG00000221955,84561,SLC12A8,-0.1248334,2.65329363,-0.5855759,0.56035519,0.72497187
ENSG00000106608,55665,URGCP,-0.0454914,5.81109676,-0.5854185,0.5604603,0.72503686
ENSG00000113555,51294,PCDH12,-0.1542348,1.64626001,-0.5852924,0.5605445,0.72507479
ENSG00000198945,84456,L3MBTL3,-0.0626793,3.305592,-0.5851368,0.56064845,0.72513826
ENSG00000258472,NA,NA,0.10475138,3.23121024,0.58482482,0.56085688,0.72533683
ENSG00000185621,89782,LMLN,-0.0723056,4.1786809,-0.5847188,0.56092774,0.72535747
ENSG00000105559,57664,PLEKHA4,0.17285614,2.33132529,0.58452726,0.56105569,0.72545192
ENSG00000203778,619208,FAM229B,-0.0601604,5.55549044,-0.5836318,0.56165422,0.72615476
ENSG00000106341,10842,PPP1R17,-0.1894005,-0.4903529,-0.5825533,0.56237551,0.72701617
ENSG00000167925,84514,GHDC,-0.0704986,4.51530289,-0.5822171,0.56260046,0.72723581
ENSG00000147604,6129,RPL7,-0.0538168,8.51904764,-0.5813341,0.56319142,0.7279285
ENSG00000100462,10419,PRMT5,-0.0400508,5.32012655,-0.5811503,0.56331446,0.72798527
ENSG00000118407,27145,FILIP1,-0.1289651,2.69500227,-0.5811039,0.56334555,0.72798527
ENSG00000168899,10791,VAMP5,0.11503982,3.9095973,0.58069098,0.56362206,0.72827136
ENSG00000241837,539,ATP5PO,-0.0880123,3.02257344,-0.5802091,0.56394481,0.72861713
ENSG00000099940,9342,SNAP29,0.04635241,5.22235795,0.58010736,0.56401299,0.72863396
ENSG00000008086,6792,CDKL5,-0.1015857,6.48399496,-0.5799301,0.56413177,0.72871617
ENSG00000274211,30837,SOCS7,0.06142024,5.81522804,0.57966555,0.56430902,0.72887178
ENSG00000103051,25839,COG4,-0.0467712,5.73067915,-0.5795437,0.56439068,0.72887178
ENSG00000133874,79845,RNF122,0.11971003,0.85727296,0.57943207,0.56446549,0.72887178
ENSG00000121005,83690,CRISPLD1,-0.1778978,2.80568205,-0.5792537,0.56458506,0.72887178
ENSG00000135317,57231,SNX14,-0.0407461,5.8309558,-0.5791711,0.56464042,0.72887178
ENSG00000160191,5152,PDE9A,0.09296897,3.4837512,0.5791026,0.56468633,0.72887178
ENSG00000086827,9183,ZW10,-0.055229,3.55524844,-0.5790929,0.56469281,0.72887178
ENSG00000186088,54103,GSAP,-0.0720519,3.7375898,-0.5790487,0.56472249,0.72887178
ENSG00000143486,1939,EIF2D,0.06421998,4.77664509,0.5790095,0.56474874,0.72887178
ENSG00000109089,30850,CDR2L,-0.1052111,4.22737731,-0.5788704,0.56484199,0.72892092
ENSG00000148399,92715,DPH7,-0.076993,4.07683158,-0.5783524,0.56518935,0.72929795
ENSG00000115457,3485,IGFBP2,-0.1582048,3.64518487,-0.578256,0.56525398,0.72930882
ENSG00000143569,9898,UBAP2L,-0.0320319,6.56335425,-0.5781752,0.56530818,0.72930882
ENSG00000182600,389084,SNORC,-0.1426212,3.87879913,-0.5779658,0.56544862,0.72941878
ENSG00000135046,301,ANXA1,0.1519595,4.55585145,0.57772209,0.56561213,0.72955848
ENSG00000033327,9846,GAB2,-0.1254176,6.59573882,-0.5774852,0.56577107,0.72956168
