MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction	HetISq	HetChiSq	HetDf	HetPVal
ENSG00000110888|CAPRIN2	ad	control	319.00	-1.864	0.06228	--	0.0	0.000	1	0.9844
ENSG00000227707|SDAD1P3	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000237268|AC092447.7	ad	control	319.00	1.257	0.2087	++	0.0	0.710	1	0.3993
ENSG00000235729|AL500522.2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000149806|FAU	ad	control	319.00	-2.234	0.0255	-+	91.9	12.316	1	0.000449
ENSG00000270926|AC008013.3	ad	control	319.00	0.395	0.6926	+0	0.0	0.155	1	0.6936
ENSG00000244193|AC008040.4	ad	control	319.00	-0.841	0.4005	-0	0.0	0.702	1	0.402
ENSG00000165714|BORCS5	ad	control	319.00	-1.109	0.2673	--	0.0	0.015	1	0.9025
ENSG00000236796|AL157884.3	ad	control	319.00	-0.910	0.3629	--	0.0	0.404	1	0.5249
ENSG00000033011|ALG1	ad	control	319.00	-2.018	0.04363	--	0.0	0.020	1	0.8882
ENSG00000204531|POU5F1	ad	control	319.00	-0.580	0.5622	-+	79.8	4.950	1	0.02609
ENSG00000214455|RCN1P2	ad	control	319.00	-2.989	0.002796	--	77.5	4.447	1	0.03496
ENSG00000262519|TXNP4	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000227493|AC239367.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000179262|RAD23A	ad	control	319.00	-0.533	0.5938	-+	0.0	0.303	1	0.5819
ENSG00000158022|TRIM63	ad	control	319.00	0.258	0.7963	-+	0.0	0.122	1	0.7273
ENSG00000281919|SLC45A2	ad	control	319.00	-0.026	0.9795	-+	45.1	1.822	1	0.1771
ENSG00000122882|ECD	ad	control	319.00	-0.900	0.368	+-	29.8	1.425	1	0.2326
ENSG00000211851|TRAJ38	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000172071|EIF2AK3	ad	control	319.00	2.216	0.02668	+-	86.1	7.220	1	0.007211
ENSG00000275125|PRXL2B	ad	control	319.00	-2.119	0.03412	+-	80.9	5.236	1	0.02213
ENSG00000111186|WNT5B	ad	control	319.00	-1.694	0.09029	-+	69.7	3.300	1	0.06927
ENSG00000276421|AC012314.27	ad	control	319.00	-2.009	0.04455	--	40.6	1.683	1	0.1946
ENSG00000201210|RNA5SP139	ad	control	319.00	-0.734	0.4629	-0	0.0	0.536	1	0.4643
ENSG00000285511|AL096870.4	ad	control	319.00	-0.350	0.7262	-0	0.0	0.122	1	0.7271
ENSG00000253581|AC105031.1	ad	control	319.00	-0.645	0.5191	-0	0.0	0.413	1	0.5204
ENSG00000170088|TMEM192	ad	control	319.00	1.458	0.1448	+-	85.4	6.853	1	0.008848
ENSG00000230889|SHC1P1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000283349|PFN5P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000253667|AC100821.1	ad	control	319.00	1.881	0.05997	++	0.0	0.008	1	0.9296
ENSG00000165115|KIF27	ad	control	319.00	0.818	0.4135	++	0.0	0.477	1	0.4896
ENSG00000144535|DIS3L2	ad	control	319.00	-2.272	0.02309	-+	92.3	13.049	1	0.0003035
ENSG00000232407|PPIAP70	ad	control	319.00	0.958	0.3382	++	0.0	0.020	1	0.8872
ENSG00000236446|CT47B1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000274887|VSTM1	ad	control	319.00	-0.587	0.5574	-0	0.0	0.342	1	0.5586
ENSG00000244113|AC079193.1	ad	control	319.00	1.076	0.2818	+0	13.1	1.151	1	0.2833
ENSG00000261984|TAS2R14	ad	control	319.00	-0.297	0.7665	--	0.0	0.076	1	0.7824
ENSG00000271095|BNIP3P28	ad	control	319.00	-0.244	0.807	-+	83.2	5.942	1	0.01478
ENSG00000135747|ZNF670-ZNF695	ad	control	319.00	-0.890	0.3733	-+	64.8	2.843	1	0.09178
ENSG00000162222|TTC9C	ad	control	319.00	-2.556	0.01059	--	56.5	2.301	1	0.1293
ENSG00000182346|DAOA	ad	control	319.00	-0.533	0.5937	-+	73.1	3.724	1	0.05363
ENSG00000259770|AC015871.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000267099|NTF6G	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000229165|GDI2P1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000254800|AP006587.2	ad	control	319.00	-0.349	0.7272	-0	0.0	0.121	1	0.728
ENSG00000276781|CHGA	ad	control	319.00	-0.501	0.6167	+-	45.9	1.847	1	0.1741
ENSG00000254351|ARL2BPP5	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000281857|SAG	ad	control	319.00	-0.726	0.4676	-+	92.6	13.444	1	0.0002458
ENSG00000182132|KCNIP1	ad	control	319.00	-3.284	0.001022	--	0.0	0.039	1	0.8425
ENSG00000162869|PPP1R21	ad	control	319.00	-2.935	0.003338	--	0.0	0.758	1	0.3838
ENSG00000215546|DKKL1P1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000249987|RPS4XP20	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000140521|POLG	ad	control	319.00	1.000	0.3173	++	0.0	0.006	1	0.9364
ENSG00000183146|PRORY	ad	control	319.00	0.438	0.6616	++	0.0	0.118	1	0.7311
ENSG00000211460|TSN	ad	control	319.00	-0.740	0.4594	--	0.0	0.342	1	0.5586
ENSG00000269154|BNIP3P13	ad	control	319.00	-0.081	0.9353	--	0.0	0.001	1	0.9752
ENSG00000078114|NEBL	ad	control	319.00	5.534	3.124e-08	++	90.9	11.034	1	0.0008946
ENSG00000125834|STK35	ad	control	319.00	2.191	0.02848	++	71.5	3.512	1	0.06093
ENSG00000219941|KRT18P50	ad	control	319.00	0.664	0.5065	++	0.0	0.214	1	0.6434
ENSG00000128714|HOXD13	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000007255|TRAPPC6A	ad	control	319.00	-4.035	5.464e-05	--	91.1	11.188	1	0.0008233
ENSG00000258491|ZFP64P1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000235258|NDUFB4P6	ad	control	319.00	0.498	0.6182	+-	0.0	0.747	1	0.3874
ENSG00000284799|FAM90A20P	ad	control	319.00	-0.365	0.7151	-+	0.0	0.208	1	0.6487
ENSG00000177673|TEX44	ad	control	319.00	-0.996	0.3193	-0	0.0	0.985	1	0.3209
ENSG00000128011|LRFN1	ad	control	319.00	-0.994	0.3204	+-	31.2	1.454	1	0.228
ENSG00000152457|DCLRE1C	ad	control	319.00	2.111	0.03479	++	0.0	0.008	1	0.9278
ENSG00000173376|NDNF	ad	control	319.00	6.456	1.072e-10	++	94.5	18.339	1	1.849e-05
ENSG00000071539|TRIP13	ad	control	319.00	-0.070	0.9444	--	0.0	0.002	1	0.9616
ENSG00000182021|AL591379.1	ad	control	319.00	1.124	0.2609	++	0.0	0.050	1	0.8226
ENSG00000116406|EDEM3	ad	control	319.00	-0.246	0.8059	+-	42.8	1.748	1	0.1861
ENSG00000201727|RNA5SP173	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000113296|THBS4	ad	control	319.00	1.611	0.1073	++	0.0	0.035	1	0.8515
ENSG00000187701|OR2T27	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000138032|PPM1B	ad	control	319.00	-0.184	0.8543	+-	0.0	0.132	1	0.7168
ENSG00000230929|AC099513.1	ad	control	319.00	1.773	0.07625	+0	68.0	3.123	1	0.07717
ENSG00000184678|HIST2H2BE	ad	control	319.00	1.712	0.08689	-+	76.2	4.204	1	0.04034
ENSG00000181652|ATG9B	ad	control	319.00	-3.829	0.0001285	--	93.1	14.418	1	0.0001464
ENSG00000134058|CDK7	ad	control	319.00	-1.620	0.1052	--	0.0	0.056	1	0.8124
ENSG00000124508|BTN2A2	ad	control	319.00	2.076	0.03788	++	16.5	1.198	1	0.2738
ENSG00000228623|ZNF883	ad	control	319.00	-0.238	0.8116	-+	0.0	0.057	1	0.8108
ENSG00000282750|AC131056.7	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000187527|ATP13A5	ad	control	319.00	-1.026	0.3047	-+	8.0	1.086	1	0.2973
ENSG00000128595|CALU	ad	control	319.00	3.343	0.0008278	+-	92.5	13.289	1	0.000267
ENSG00000273274|ZBTB8B	ad	control	319.00	0.134	0.8936	-+	0.0	0.176	1	0.6749
ENSG00000253534|TRBV6-8	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000264981|AC015818.5	ad	control	319.00	0.956	0.3391	++	0.0	0.012	1	0.913
ENSG00000198646|NCOA6	ad	control	319.00	-1.328	0.1843	-+	88.7	8.847	1	0.002936
ENSG00000183779|ZNF703	ad	control	319.00	1.339	0.1807	++	0.0	0.235	1	0.628
ENSG00000253265|IGKV2-14	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000211670|IGLV3-9	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000105576|TNPO2	ad	control	319.00	-0.536	0.5921	--	0.0	0.016	1	0.8988
ENSG00000136573|BLK	ad	control	319.00	-0.387	0.6991	-+	60.0	2.502	1	0.1137
ENSG00000196187|TMEM63A	ad	control	319.00	-0.962	0.3362	-+	93.5	15.283	1	9.252e-05
ENSG00000169067|ACTBL2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000178342|KCNG2	ad	control	319.00	-3.088	0.002014	--	0.0	0.876	1	0.3494
ENSG00000101882|NKAP	ad	control	319.00	-0.969	0.3325	-+	72.8	3.678	1	0.05513
ENSG00000232198|MTCO2P34	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000101846|STS	ad	control	319.00	-2.437	0.01481	--	0.0	0.000	1	0.9855
ENSG00000185900|POMK	ad	control	319.00	-1.861	0.0628	--	66.8	3.009	1	0.08282
ENSG00000231501|MTND4LP1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000214318|ATP5MC1P6	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000285868|AC008676.3	ad	control	319.00	-4.148	3.348e-05	-+	95.6	22.957	1	1.656e-06
ENSG00000271625|PSMA6P4	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000227600|PPT2	ad	control	319.00	0.731	0.4647	++	0.0	0.360	1	0.5484
ENSG00000154839|SKA1	ad	control	319.00	-0.680	0.4965	-+	88.6	8.758	1	0.003082
ENSG00000163681|SLMAP	ad	control	319.00	4.482	7.393e-06	++	90.6	10.630	1	0.001113
ENSG00000228859|LY6G6C	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000181023|OR56B1	ad	control	319.00	0.493	0.6218	+0	0.0	0.242	1	0.6229
ENSG00000241697|TMEFF1	ad	control	319.00	-3.396	0.0006828	--	0.0	0.005	1	0.945
ENSG00000224815|AL691447.1	ad	control	319.00	-0.433	0.665	-0	0.0	0.186	1	0.666
ENSG00000265460|AC015910.1	ad	control	319.00	0.077	0.9385	-+	0.0	0.575	1	0.4482
ENSG00000251178|OR7E21P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000241563|CORT	ad	control	319.00	-5.667	1.454e-08	--	46.9	1.885	1	0.1698
ENSG00000274779|NOMO1	ad	control	319.00	-1.329	0.1838	--	0.0	0.104	1	0.7473
ENSG00000261528|AC002400.1	ad	control	319.00	0.008	0.9935	-+	0.0	0.839	1	0.3596
ENSG00000160410|SHKBP1	ad	control	319.00	1.844	0.06515	-+	75.3	4.054	1	0.04408
ENSG00000182747|SLC35D3	ad	control	319.00	-1.259	0.2079	-0	36.5	1.576	1	0.2094
ENSG00000170379|TCAF2	ad	control	319.00	0.181	0.8562	-+	0.0	0.380	1	0.5375
ENSG00000147160|AWAT2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000222268|RNA5SP425	ad	control	319.00	-0.722	0.4702	-0	0.0	0.518	1	0.4716
ENSG00000112212|TSPO2	ad	control	319.00	-0.463	0.643	-+	82.3	5.649	1	0.01746
ENSG00000199556|RNA5SP361	ad	control	319.00	-0.411	0.6814	-0	0.0	0.167	1	0.6823
ENSG00000268434|AC011530.1	ad	control	319.00	-0.445	0.656	-0	0.0	0.197	1	0.657
ENSG00000143376|SNX27	ad	control	319.00	1.492	0.1357	+-	58.3	2.398	1	0.1215
ENSG00000196507|TCEAL3	ad	control	319.00	-3.530	0.0004153	--	90.9	10.977	1	0.0009224
ENSG00000168385|SEPT2	ad	control	319.00	0.891	0.3731	++	0.0	0.141	1	0.7075
ENSG00000198585|NUDT16	ad	control	319.00	-2.354	0.01859	-+	89.6	9.638	1	0.001906
ENSG00000124067|SLC12A4	ad	control	319.00	3.379	0.0007288	++	0.0	0.062	1	0.8028
ENSG00000239465|AC090543.1	ad	control	319.00	-0.376	0.7066	-+	27.1	1.372	1	0.2415
ENSG00000177463|NR2C2	ad	control	319.00	0.715	0.4747	+-	85.2	6.740	1	0.009429
ENSG00000206289|RXRB	ad	control	319.00	0.092	0.9263	-+	12.3	1.140	1	0.2857
ENSG00000111452|ADGRD1	ad	control	319.00	1.140	0.2542	++	0.0	0.475	1	0.4909
ENSG00000129226|CD68	ad	control	319.00	1.733	0.08306	-+	79.4	4.854	1	0.02758
ENSG00000220069|RPL7P27	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000105948|TTC26	ad	control	319.00	0.162	0.8715	+-	51.1	2.047	1	0.1525
ENSG00000249255|PGAM1P9	ad	control	319.00	0.001	0.9995	+-	0.0	0.069	1	0.7929
ENSG00000165204|OR1K1	ad	control	319.00	-0.878	0.3799	-+	0.0	0.799	1	0.3715
ENSG00000057757|PITHD1	ad	control	319.00	-3.033	0.002424	--	0.0	0.054	1	0.8162
ENSG00000158467|AHCYL2	ad	control	319.00	5.347	8.966e-08	++	94.1	16.962	1	3.814e-05
ENSG00000234466|AL590240.2	ad	control	319.00	0.986	0.3242	-+	47.5	1.905	1	0.1675
ENSG00000124145|SDC4	ad	control	319.00	1.839	0.06593	++	0.0	0.185	1	0.667
ENSG00000268101|CYP2G2P	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000158793|NIT1	ad	control	319.00	-2.784	0.005372	--	18.9	1.232	1	0.2669
ENSG00000232134|RPS15AP12	ad	control	319.00	0.193	0.847	+0	0.0	0.037	1	0.8475
ENSG00000224940|PRRT4	ad	control	319.00	0.979	0.3277	++	0.0	0.933	1	0.334
ENSG00000135457|TFCP2	ad	control	319.00	-3.852	0.0001171	--	13.0	1.149	1	0.2837
ENSG00000146966|DENND2A	ad	control	319.00	1.884	0.0595	++	15.8	1.187	1	0.2759
ENSG00000182107|TMEM30B	ad	control	319.00	7.071	1.533e-12	++	97.3	37.624	1	8.579e-10
ENSG00000234343|NEU1	ad	control	319.00	-0.570	0.5684	+-	0.0	0.531	1	0.466
ENSG00000268350|FAM156A	ad	control	319.00	-1.953	0.05082	-+	74.4	3.906	1	0.04812
ENSG00000152192|POU4F1	ad	control	319.00	0.309	0.7571	-+	28.8	1.405	1	0.2359
ENSG00000205794|AC098591.1	ad	control	319.00	0.317	0.7514	-+	0.0	0.139	1	0.7097
ENSG00000226016|RPL36AP55	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000228922|AC234771.2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000224806|ARL5AP4	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000241143|RPL32P9	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000266931|AC092651.2	ad	control	319.00	0.344	0.7309	+-	13.2	1.153	1	0.283
ENSG00000266984|POLR3GP2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000127955|GNAI1	ad	control	319.00	-1.211	0.226	--	0.0	0.158	1	0.6914
ENSG00000100379|KCTD17	ad	control	319.00	-2.170	0.03002	--	0.0	0.019	1	0.8915
ENSG00000262599|KIAA1147	ad	control	319.00	3.265	0.001096	++	60.0	2.497	1	0.1141
ENSG00000250844|USP17L18	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000150337|FCGR1A	ad	control	319.00	-0.584	0.5593	-+	26.0	1.351	1	0.245
ENSG00000052749|RRP12	ad	control	319.00	-0.254	0.7995	-+	17.6	1.214	1	0.2706
ENSG00000233159|AC007390.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000229349|ACTG1P9	ad	control	319.00	-0.654	0.5129	-+	62.2	2.649	1	0.1036
ENSG00000088926|F11	ad	control	319.00	-0.019	0.9849	+-	11.8	1.134	1	0.287
ENSG00000122643|NT5C3A	ad	control	319.00	-1.737	0.08236	--	0.0	0.161	1	0.688
ENSG00000197008|ZNF138	ad	control	319.00	-3.457	0.0005463	--	51.0	2.040	1	0.1532
ENSG00000282895|RINL	ad	control	319.00	0.367	0.7134	-+	0.0	0.224	1	0.6362
ENSG00000253293|HOXA10	ad	control	319.00	0.260	0.7946	+0	0.0	0.067	1	0.7952
ENSG00000185885|IFITM1	ad	control	319.00	2.888	0.003876	++	10.7	1.120	1	0.2899
ENSG00000268892|AC010620.1	ad	control	319.00	-0.068	0.9462	-0	0.0	0.005	1	0.9463
ENSG00000213939|AC091153.1	ad	control	319.00	-1.977	0.04799	-0	74.3	3.886	1	0.04869
ENSG00000223816|IGKV1OR2-2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000183060|LYSMD4	ad	control	319.00	-3.633	0.0002805	--	84.0	6.232	1	0.01254
ENSG00000232367|TAP1	ad	control	319.00	2.969	0.002992	++	0.0	0.425	1	0.5144
ENSG00000277443|MARCKS	ad	control	319.00	-2.305	0.02117	--	0.0	0.007	1	0.9335
ENSG00000198715|GLMP	ad	control	319.00	-1.228	0.2195	-+	87.4	7.930	1	0.004863
ENSG00000238143|AL161631.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000134258|VTCN1	ad	control	319.00	1.398	0.1621	-+	59.0	2.442	1	0.1181
ENSG00000213033|AURKAP1	ad	control	319.00	0.313	0.7539	++	0.0	0.010	1	0.9196
ENSG00000120322|PCDHB8	ad	control	319.00	2.713	0.006668	++	79.8	4.954	1	0.02602
ENSG00000167419|LPO	ad	control	319.00	-2.435	0.0149	-+	91.2	11.421	1	0.0007263
ENSG00000226998|MTATP6P30	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000242834|RPL7AP56	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000161031|PGLYRP2	ad	control	319.00	1.101	0.2707	+0	17.1	1.206	1	0.2722
ENSG00000285404|Z82190.2	ad	control	319.00	-0.154	0.8777	-0	0.0	0.024	1	0.878
ENSG00000205639|MFSD2B	ad	control	319.00	-1.586	0.1127	-+	64.6	2.822	1	0.09298
ENSG00000239470|AC011979.1	ad	control	319.00	-0.590	0.5553	-0	0.0	0.346	1	0.5565
ENSG00000225967|TAP2	ad	control	319.00	0.931	0.352	-+	14.9	1.175	1	0.2783
ENSG00000175329|ISX	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000163673|DCLK3	ad	control	319.00	-1.566	0.1174	--	0.0	0.559	1	0.4545
ENSG00000254412|AC118273.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000232148|FMO11P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000131096|PYY	ad	control	319.00	-1.285	0.1989	--	0.0	0.005	1	0.9415
ENSG00000186925|KRTAP19-6	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000257307|AL162311.2	ad	control	319.00	1.179	0.2386	++	0.0	0.004	1	0.9519
ENSG00000132388|UBE2G1	ad	control	319.00	0.761	0.4465	+-	19.4	1.240	1	0.2654
ENSG00000284306|SSU72P2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000259993|AC135731.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000281994|NPIPA1	ad	control	319.00	-1.368	0.1714	--	8.4	1.092	1	0.2961
ENSG00000206561|COLQ	ad	control	319.00	-2.013	0.04412	-+	77.0	4.350	1	0.03702
ENSG00000072135|PTPN18	ad	control	319.00	-0.911	0.3622	-+	84.1	6.285	1	0.01218
ENSG00000142233|NTN5	ad	control	319.00	-3.431	0.0006003	-+	95.7	23.504	1	1.246e-06
ENSG00000250712|AC106872.9	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000230574|NOP56P1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000102181|CD99L2	ad	control	319.00	-2.480	0.01314	--	0.0	0.216	1	0.6424
ENSG00000170037|CNTROB	ad	control	319.00	-0.979	0.3277	-+	92.4	13.158	1	0.0002862
ENSG00000116748|AMPD1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000241911|TRBVB	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000284818|AL136295.9	ad	control	319.00	0.146	0.8838	+0	0.0	0.021	1	0.8841
ENSG00000152954|NRSN1	ad	control	319.00	-0.642	0.521	-+	78.3	4.609	1	0.03181
ENSG00000121807|CCR2	ad	control	319.00	3.942	8.08e-05	++	41.2	1.700	1	0.1923
ENSG00000127054|INTS11	ad	control	319.00	-1.348	0.1777	-+	93.1	14.492	1	0.0001408
ENSG00000169242|EFNA1	ad	control	319.00	1.646	0.09979	-+	84.2	6.320	1	0.01194
ENSG00000271064|AC027644.2	ad	control	319.00	-1.253	0.2101	--	0.0	0.033	1	0.8549
ENSG00000085511|MAP3K4	ad	control	319.00	-1.890	0.05878	--	0.0	0.647	1	0.4212
ENSG00000278437|LILRB5	ad	control	319.00	0.411	0.681	+0	0.0	0.168	1	0.6819
ENSG00000099204|ABLIM1	ad	control	319.00	3.553	0.0003804	++	0.0	0.319	1	0.5723
ENSG00000254748|HNRNPCP8	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000224683|RPL36AP29	ad	control	319.00	0.118	0.9058	++	0.0	0.013	1	0.9092
ENSG00000188467|SLC24A5	ad	control	319.00	0.602	0.547	-+	0.5	1.005	1	0.316
ENSG00000216347|RPL10P10	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000176246|OR4L1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000140044|JDP2	ad	control	319.00	2.319	0.0204	++	0.0	0.313	1	0.5757
ENSG00000197776|KLHDC1	ad	control	319.00	-1.233	0.2176	--	0.0	0.580	1	0.4461
ENSG00000254684|AP002803.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000141956|PRDM15	ad	control	319.00	0.658	0.5106	++	0.0	0.114	1	0.7357
ENSG00000226937|CEP164P1	ad	control	319.00	0.926	0.3544	++	0.0	0.305	1	0.5807
ENSG00000173915|ATP5MD	ad	control	319.00	-3.183	0.001457	--	7.2	1.077	1	0.2993
ENSG00000285401|AL109897.1	ad	control	319.00	-0.002	0.9982	-0	0.0	0.000	1	0.9982
ENSG00000236737|GAGE12B	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000110700|RPS13	ad	control	319.00	-1.009	0.3132	-+	89.6	9.611	1	0.001934
ENSG00000235028|HMGN1P30	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000197540|GZMM	ad	control	319.00	1.218	0.2231	-+	62.5	2.665	1	0.1026
ENSG00000080293|SCTR	ad	control	319.00	-2.386	0.01701	-+	92.4	13.127	1	0.0002911
ENSG00000144401|METTL21A	ad	control	319.00	0.457	0.648	-+	17.3	1.209	1	0.2715
ENSG00000251374|AC010598.1	ad	control	319.00	-0.587	0.5572	-0	0.0	0.342	1	0.5584
ENSG00000263242|KRTAP1-4	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000264663|KRT8P34	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000228074|UBBP5	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000154451|GBP5	ad	control	319.00	2.408	0.01604	++	13.3	1.153	1	0.2829
ENSG00000251228|AC104619.4	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000167613|LAIR1	ad	control	319.00	0.873	0.3826	-+	18.1	1.220	1	0.2693
ENSG00000171405|XAGE5	ad	control	319.00	0.074	0.941	-+	55.4	2.243	1	0.1342
ENSG00000134755|DSC2	ad	control	319.00	3.110	0.001868	++	0.0	0.455	1	0.4999
ENSG00000283580|AC098484.3	ad	control	319.00	-2.550	0.01077	--	0.0	0.004	1	0.9473
ENSG00000198242|RPL23A	ad	control	319.00	-1.278	0.2014	-+	79.0	4.764	1	0.02906
ENSG00000081051|AFP	ad	control	319.00	-0.364	0.7157	--	0.0	0.111	1	0.7386
ENSG00000237194|SNAI1P1	ad	control	319.00	0.383	0.7018	-+	0.0	0.529	1	0.4671
ENSG00000179111|HES7	ad	control	319.00	-1.052	0.293	--	0.0	0.073	1	0.7875
ENSG00000259509|AC073941.2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000230813|AL356583.3	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000226437|TRIM39	ad	control	319.00	-0.159	0.8736	+-	0.0	0.069	1	0.7924
ENSG00000120555|SEPT7P9	ad	control	319.00	-2.289	0.02207	--	0.0	0.367	1	0.5447
ENSG00000249210|GAPDHP38	ad	control	319.00	-1.494	0.1351	-0	54.9	2.219	1	0.1363
ENSG00000189227|C15orf61	ad	control	319.00	-4.804	1.555e-06	--	0.0	0.302	1	0.5827
ENSG00000253942|AP001330.3	ad	control	319.00	-0.305	0.7601	-0	0.0	0.093	1	0.7608
ENSG00000214553|LRRC37A11P	ad	control	319.00	1.373	0.1696	++	0.0	0.438	1	0.5083
ENSG00000112852|PCDHB2	ad	control	319.00	-1.848	0.06455	--	0.0	0.491	1	0.4836
ENSG00000159224|GIP	ad	control	319.00	-0.120	0.9041	-0	0.0	0.014	1	0.9044
ENSG00000243659|FO393419.3	ad	control	319.00	-1.475	0.1402	--	0.0	0.343	1	0.5582
ENSG00000161921|CXCL16	ad	control	319.00	1.226	0.2201	-+	56.1	2.277	1	0.1313
ENSG00000128294|TPST2	ad	control	319.00	4.085	4.407e-05	++	65.5	2.900	1	0.08858
ENSG00000159212|CLIC6	ad	control	319.00	4.364	1.279e-05	++	80.7	5.170	1	0.02298
ENSG00000159433|STARD9	ad	control	319.00	0.278	0.7808	-+	70.5	3.386	1	0.06574
ENSG00000140022|STON2	ad	control	319.00	2.857	0.004272	++	0.0	0.775	1	0.3787
ENSG00000080573|COL5A3	ad	control	319.00	1.549	0.1213	++	0.0	0.474	1	0.4913
ENSG00000101670|LIPG	ad	control	319.00	0.644	0.5193	-+	23.4	1.305	1	0.2533
ENSG00000149260|CAPN5	ad	control	319.00	-0.068	0.9455	+-	0.0	0.246	1	0.6199
ENSG00000197683|KRTAP26-1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000118156|ZNF541	ad	control	319.00	-1.285	0.1989	--	0.0	0.877	1	0.3491
ENSG00000157911|PEX10	ad	control	319.00	-0.343	0.7315	-+	0.0	0.319	1	0.5719
ENSG00000260873|SNTB2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000101888|NXT2	ad	control	319.00	1.891	0.05859	++	54.4	2.193	1	0.1387
ENSG00000156313|RPGR	ad	control	319.00	1.465	0.1428	++	42.9	1.753	1	0.1855
