gene,hugo,logFC,AveExpr,t,P.Value,adj.P.Val,B,se,chr,N
ENSG00000241472,PTPRG-AS1,-0.09807968,1.875542368,-0.797648948,0.431456467,0.609663674,-5.962204727,0.122960959,3,39
ENSG00000179698,WDR97,-0.176410663,2.33243111,-0.797387611,0.431624213,0.609850767,-6.021432677,0.221235771,8,39
ENSG00000196387,ZNF140,-0.079795936,3.32935015,-0.797153363,0.431743165,0.609968893,-6.319650466,0.100101109,12,39
ENSG00000170035,UBE2E3,-0.061205336,4.720449616,-0.79699645,0.431829392,0.610012142,-6.416900847,0.076794992,2,39
ENSG00000115944,COX7A2L,-0.08137569,5.270082389,-0.797002239,0.431844479,0.610012142,-6.45387785,0.10210221,2,39
ENSG00000197020,ZNF100,0.182764437,3.514845445,0.796893521,0.431906631,0.610049997,-6.34109683,0.22934612,19,39
ENSG00000184678,HIST2H2BE,0.146906682,4.6895799,0.796335519,0.432225716,0.610415533,-6.420557072,0.184478374,1,39
ENSG00000254413,CHKB-CPT1B,-0.275332654,1.372369634,-0.796317237,0.432236173,0.610415533,-5.882984416,0.345757496,22,39
ENSG00000258441,LINC00641,0.072908504,6.556107602,0.795590911,0.432637515,0.610932321,-6.410488953,0.091640695,14,39
ENSG00000183718,TRIM52,-0.087331871,4.299914539,-0.795526549,0.432688568,0.610954417,-6.446207742,0.109778701,5,39
ENSG00000179796,LRRC3B,0.163287494,3.485521478,0.795384731,0.43276974,0.611019034,-6.335505468,0.205293725,3,39
ENSG00000163156,SCNM1,0.079096508,2.722164499,0.795107672,0.43291,0.611167059,-6.189108266,0.099478989,1,39
ENSG00000164323,CFAP97,-0.072156328,5.380415882,-0.795052182,0.432952877,0.611177589,-6.48644898,0.09075672,4,39
ENSG00000055044,NOP58,-0.094692627,4.163425347,-0.794736524,0.433140872,0.611372408,-6.418369907,0.119149711,2,39
ENSG00000156239,N6AMT1,0.088831571,4.123639589,0.79470008,0.433161744,0.611372408,-6.409539546,0.111779995,21,39
ENSG00000246223,LINC01550,0.194495223,0.653737533,0.794485043,0.43328491,0.611496231,-5.81307432,0.244806651,14,39
ENSG00000068137,PLEKHH3,0.055757449,3.286406389,0.794378809,0.433327438,0.611506237,-6.187137069,0.07019,17,39
ENSG00000062716,VMP1,-0.067782201,5.748733673,-0.794275827,0.433391651,0.611541713,-6.496120465,0.085338366,17,39
ENSG00000105204,DYRK1B,-0.071632098,4.216391193,-0.794200329,0.433430724,0.611541713,-6.395181572,0.090193991,19,39
ENSG00000105650,PDE4C,-0.166822194,2.49174307,-0.794181345,0.433458895,0.611541713,-6.167748566,0.210055544,19,39
ENSG00000279811,AC093330.2,-0.375117674,3.851441385,-0.793226889,0.434005966,0.612246151,-6.407556847,0.472900855,18,39
ENSG00000186272,ZNF17,-0.10805848,3.846655757,-0.79315877,0.434045027,0.612246151,-6.403368465,0.136238146,19,39
ENSG00000075461,CACNG4,-0.137283231,4.068260779,-0.793078503,0.434091055,0.612246151,-6.407215246,0.173101692,17,39
ENSG00000135047,CTSL,0.091027242,4.320666008,0.793058255,0.434102667,0.612246151,-6.42712347,0.11478002,9,39
ENSG00000170949,ZNF160,-0.050992852,5.15097991,-0.792968936,0.434135599,0.612246151,-6.497754779,0.064306241,19,39
ENSG00000148187,MRRF,-0.123237561,4.027360376,-0.792765746,0.434270433,0.612386254,-6.410993302,0.155452681,9,39
ENSG00000181163,NPM1,-0.079458715,6.70903462,-0.792635452,0.434345175,0.612441603,-6.471784965,0.100246229,5,39
ENSG00000093000,NUP50,0.059891012,5.601941761,0.792118907,0.434623292,0.612755776,-6.428851079,0.075608613,22,39
ENSG00000181827,RFX7,0.05665857,5.122161483,0.792091527,0.434639007,0.612755776,-6.445816041,0.071530332,15,39
ENSG00000189403,HMGB1,0.068492807,7.395475241,0.791952099,0.434722293,0.612819194,-6.460917085,0.086486048,13,39
ENSG00000246100,LINC00900,-0.127676356,1.668774186,-0.791892557,0.434769324,0.612819194,-5.982240705,0.161229393,11,39
ENSG00000198556,ZNF789,-0.119713137,3.472847806,-0.791815855,0.434815506,0.612819194,-6.33690333,0.151188103,7,39
ENSG00000161912,ADCY10P1,-0.152329688,1.589917124,-0.791797497,0.434826044,0.612819194,-5.934608389,0.192384654,6,39
ENSG00000108100,CCNY,0.05855882,6.648721985,0.791525008,0.434964231,0.612953595,-6.504362284,0.073982273,10,39
ENSG00000164011,ZNF691,0.101363614,2.073191212,0.79147309,0.434994043,0.612953595,-6.020656738,0.128069564,1,39
ENSG00000146278,PNRC1,-0.078160275,6.650014411,-0.791440467,0.435027971,0.612953595,-6.448492225,0.098756986,6,39
ENSG00000279744,AC132938.5,0.151710765,0.37130609,0.791115429,0.435199452,0.61310542,-5.620418409,0.191768179,17,39
ENSG00000130529,TRPM4,-0.131578212,3.184424588,-0.791134423,0.435206786,0.61310542,-6.270680555,0.166315873,19,39
ENSG00000117602,RCAN3,0.197944614,3.010118644,0.791013105,0.435276469,0.613153531,-6.249565569,0.250241889,1,39
ENSG00000157881,PANK4,-0.073339381,4.394522003,-0.790857722,0.435351795,0.61320958,-6.403708293,0.092733976,1,39
ENSG00000180667,YOD1,0.115951402,4.90277958,0.79071768,0.435446186,0.613226712,-6.459953001,0.14664071,1,39
ENSG00000012779,ALOX5,0.289333284,2.395795613,0.790700185,0.435456238,0.613226712,-6.12660201,0.365920344,10,39
ENSG00000129295,LRRC6,-0.090802554,3.910938221,-0.790675242,0.435470569,0.613226712,-6.38120723,0.114841782,8,39
ENSG00000198520,ARMH1,-0.191463699,0.798216253,-0.790471442,0.435587676,0.613294266,-5.816551171,0.242214569,1,39
ENSG00000173273,TNKS,-0.059773018,7.038847654,-0.790436341,0.435589623,0.613294266,-6.42573369,0.075620281,8,39
ENSG00000167705,RILP,-0.103162745,2.552845782,-0.790144744,0.435769168,0.613497002,-6.142777173,0.130561831,17,39
ENSG00000259234,ANKRD34C-AS1,-0.284946041,0.222162361,-0.789969531,0.435876164,0.613597576,-5.789698369,0.360705103,15,39
ENSG00000138439,FAM117B,0.10158255,4.953587413,0.789635031,0.436068492,0.613818248,-6.446555301,0.128644939,2,39
ENSG00000171988,JMJD1C,-0.070736616,6.924671135,-0.789399723,0.436194074,0.613944938,-6.483385743,0.089608109,10,39
ENSG00000156411,ATP5MPL,-0.115311846,4.788590004,-0.789338849,0.436238831,0.613957856,-6.489419181,0.146086622,14,39
ENSG00000185127,C6orf120,-0.050409194,4.812957322,-0.78861429,0.43663753,0.614460415,-6.361515338,0.063921228,6,39
ENSG00000176595,KBTBD11,-0.056619129,8.040478313,-0.788562854,0.436667134,0.614460415,-6.383048029,0.0718004,8,39
ENSG00000226318,RPS3AP38,-0.224771196,0.803395156,-0.788297522,0.436838036,0.614613948,-5.843892733,0.285134978,10,39
ENSG00000100296,THOC5,-0.053963372,4.939931039,-0.788249563,0.436847477,0.614613948,-6.475312753,0.068459755,22,39
ENSG00000254423,AC087203.1,-0.428828319,-0.117707804,-0.788182449,0.436904283,0.614643755,-5.708550211,0.544072403,8,39
ENSG00000137877,SPTBN5,0.209582928,2.178568361,0.787893079,0.437070897,0.614796235,-6.108622758,0.266004276,15,39
ENSG00000235613,NSRP1P1,-0.224140781,0.063219393,-0.787870455,0.437083925,0.614796235,-5.66362519,0.284489385,1,39
ENSG00000188186,LAMTOR4,-0.067167287,4.482909218,-0.78772649,0.437148679,0.6148372,-6.429344319,0.08526727,7,39
ENSG00000231419,LINC00689,0.193068501,0.506994407,0.787459789,0.437320449,0.614984701,-5.790834068,0.24517887,7,39
ENSG00000198844,ARHGEF15,0.211033536,1.449075774,0.787452185,0.43732483,0.614984701,-5.942866065,0.267995365,17,39
ENSG00000166856,GPR182,-0.141385976,0.315517753,-0.787325388,0.437380751,0.615002003,-5.733983312,0.179577565,12,39
ENSG00000105698,USF2,0.068946371,6.357363336,0.787285806,0.437408414,0.615002003,-6.492439416,0.087574766,19,39
ENSG00000261096,AC073476.3,0.097268663,1.474898733,0.787055075,0.437535485,0.615107433,-5.90310598,0.123585587,2,39
ENSG00000282100,HSP90AB4P,0.133268607,0.385030311,0.786974571,0.437581878,0.615107433,-5.733187394,0.169342965,15,39
ENSG00000273084,AC092171.5,-0.160042313,0.874241205,-0.786991362,0.437590337,0.615107433,-5.847197164,0.203359682,7,39
ENSG00000233766,AC098617.1,-0.185861564,0.771897313,-0.786641732,0.437791843,0.615320479,-5.848722865,0.236272189,2,39
ENSG00000115816,CEBPZ,0.06108718,5.113958656,0.786573216,0.437813215,0.615320479,-6.502721383,0.077662421,2,39
ENSG00000166292,TMEM100,-0.22071271,2.055465809,-0.786369883,0.437948561,0.615460572,-6.078378278,0.280672892,17,39
ENSG00000012171,SEMA3B,-0.232214586,5.688496227,-0.785839698,0.438254303,0.615840086,-6.503517025,0.295498671,3,39
ENSG00000122965,RBM19,-0.071162955,5.247198635,-0.785664735,0.438349593,0.615923831,-6.512013641,0.090576746,12,39
ENSG00000134313,KIDINS220,-0.089313741,7.988112685,-0.785443596,0.438482808,0.616021384,-6.439168134,0.113711209,2,39
ENSG00000141425,RPRD1A,0.087790904,7.183785143,0.785430406,0.438490418,0.616021384,-6.462663502,0.111774262,18,39
ENSG00000188732,FAM221A,0.114256717,3.110932552,0.785253708,0.438592376,0.616114461,-6.262608695,0.145502933,7,39
ENSG00000077458,FAM76B,0.095354394,3.710813507,0.785112075,0.438674112,0.616135353,-6.389235774,0.121453226,11,39
ENSG00000132017,DCAF15,-0.110621475,2.684165495,-0.785104195,0.43867866,0.616135353,-6.19191713,0.140900374,19,39
ENSG00000250264,AL669918.1,-0.311954248,1.573794444,-0.784994855,0.438741766,0.616173835,-6.029526594,0.397396552,6,39
ENSG00000267023,LRRC37A16P,-0.11523303,2.41158577,-0.784839757,0.438831291,0.61624941,-6.149431233,0.14682364,17,39
ENSG00000198042,MAK16,-0.112200543,3.619217711,-0.784759946,0.438877363,0.616253979,-6.365157758,0.14297435,8,39
ENSG00000166343,MSS51,-0.131348488,1.193676521,-0.784677564,0.438910032,0.616253979,-5.833666846,0.16739167,10,39
ENSG00000172466,ZNF24,0.084456711,7.217350933,0.784632498,0.438950941,0.616253979,-6.47766183,0.107638558,18,39
ENSG00000010278,CD9,0.306604146,5.038199427,0.784586681,0.438977394,0.616253979,-6.507722247,0.390784286,12,39
ENSG00000198734,F5,0.235709658,0.807716718,0.784148297,0.439230547,0.616559206,-5.784876275,0.300593216,1,39
ENSG00000068489,PRR11,-0.151143732,0.638959541,-0.78406366,0.43927607,0.616572951,-5.807241331,0.19276972,17,39
ENSG00000123131,PRDX4,0.102656389,2.947923384,0.783944713,0.43934814,0.616623953,-6.233204722,0.130948506,X,39
ENSG00000189319,FAM53B,0.121113881,6.206708283,0.78384414,0.439406239,0.61665534,-6.48438525,0.154512708,10,39
ENSG00000125249,RAP2A,-0.082188606,7.597008329,-0.783704245,0.439487062,0.61671861,-6.463246112,0.104871968,13,39
ENSG00000205138,SDHAF1,-0.0775378,3.215366276,-0.78302315,0.439862655,0.617195477,-6.223963274,0.099023636,19,39
ENSG00000256667,KLRA1P,-0.187799197,0.524672509,-0.782830854,0.439991858,0.617326572,-5.788036316,0.239897541,12,39
ENSG00000264207,AC239868.2,-0.105911799,1.255338441,-0.782679472,0.440061366,0.617373897,-5.765234607,0.135319506,1,39
ENSG00000197180,AC244090.1,0.101407442,0.705542953,0.782541408,0.440141208,0.61743146,-5.758066814,0.129587317,X,39
ENSG00000167772,ANGPTL4,0.355906236,4.506150547,0.782515935,0.440173958,0.61743146,-6.442195293,0.454822988,19,39
ENSG00000189157,FAM47E,-0.084994911,3.261037471,-0.782404072,0.440221651,0.617448167,-6.205460499,0.108633012,4,39
ENSG00000177943,MAMDC4,0.20241037,2.636346092,0.782349424,0.440270261,0.617466159,-6.15692515,0.258721185,9,39
ENSG00000143549,TPM3,-0.077636747,6.912377973,-0.782238813,0.44033424,0.617500534,-6.485793879,0.099249418,1,39
ENSG00000074842,MYDGF,0.078478508,3.544753446,0.782152261,0.440367311,0.617500534,-6.299959879,0.100336612,19,39
ENSG00000183785,TUBA8,-0.14687904,3.749581303,-0.782121461,0.440402125,0.617500534,-6.378966352,0.187795691,22,39
ENSG00000276043,UHRF1,0.166612174,2.037406284,0.782007416,0.440468103,0.617539819,-6.011051206,0.213057026,19,39
ENSG00000117408,IPO13,-0.094885765,6.049237573,-0.781949317,0.440501717,0.617539819,-6.50957689,0.12134516,1,39
ENSG00000159479,MED8,-0.068393912,3.941110477,-0.781533037,0.440724615,0.617802108,-6.366455755,0.087512503,1,39
ENSG00000179335,CLK3,0.067713862,5.022525847,0.781182307,0.440932252,0.618018165,-6.484469695,0.086681254,15,39
ENSG00000128708,HAT1,0.068708289,4.257263095,0.781094569,0.440980068,0.618018165,-6.444981164,0.087964111,2,39
ENSG00000267128,RNF157-AS1,-0.152076175,0.357414512,-0.781087963,0.440986188,0.618018165,-5.706271541,0.194697886,17,39
ENSG00000162298,SYVN1,-0.059846236,4.080684089,-0.780812088,0.441142014,0.618136804,-6.34384954,0.076646144,11,39
ENSG00000164342,TLR3,0.187834269,1.99190293,0.780842309,0.441142486,0.618136804,-6.036349134,0.240553396,4,39
ENSG00000170153,RNF150,-0.136171514,5.731669514,-0.780494909,0.441343688,0.618322461,-6.511458934,0.174468164,4,39
ENSG00000269837,IPO5P1,-0.145344482,3.840613863,-0.78041231,0.441391535,0.618322461,-6.37801594,0.186240633,19,39
ENSG00000163602,RYBP,0.09745326,5.798352636,0.780365891,0.441418424,0.618322461,-6.427939988,0.124881496,3,39
ENSG00000183735,TBK1,0.058984365,4.583561614,0.780328387,0.44142219,0.618322461,-6.388483184,0.075589157,12,39
ENSG00000267034,AC010980.2,-0.206793809,1.994091246,-0.780304233,0.441454144,0.618322461,-6.091687404,0.2650169,2,39
ENSG00000146006,LRRTM2,-0.129295459,5.808466136,-0.780197563,0.441515944,0.618358829,-6.428055129,0.165721435,5,39
ENSG00000232439,RPL18AP7,-0.154638908,0.279812763,-0.780101583,0.441559717,0.618369947,-5.723785068,0.198229194,3,39
ENSG00000065970,FOXJ2,0.049580376,4.508026337,0.779960239,0.441635506,0.618425894,-6.439167234,0.063567825,12,39
ENSG00000013810,TACC3,-0.140245974,1.412154283,-0.779643643,0.441836944,0.618657765,-5.942234153,0.179884715,4,39
ENSG00000115268,RPS15,-0.052239327,6.368546425,-0.779089782,0.442140122,0.619032044,-6.475773264,0.067051742,19,39
ENSG00000155906,RMND1,-0.084722167,3.152656882,-0.778647227,0.442402197,0.619296782,-6.281393912,0.108806869,6,39
ENSG00000169715,MT1E,0.122563851,5.291892862,0.778654133,0.44241072,0.619296782,-6.446838531,0.15740474,16,39
ENSG00000134909,ARHGAP32,-0.101983158,7.964316762,-0.778563375,0.44246337,0.619296782,-6.448739106,0.130988897,11,39
ENSG00000120963,ZNF706,-0.093029729,6.108977435,-0.77854718,0.442472765,0.619296782,-6.501024497,0.119491447,8,39
ENSG00000182263,FIGN,0.059875328,4.413046134,0.778222672,0.442643142,0.619485001,-6.41059933,0.076938555,2,39
ENSG00000126749,EMG1,0.109047353,4.123848625,0.778030592,0.442772516,0.619582181,-6.436391335,0.140158181,12,39
ENSG00000137221,TJAP1,0.092727566,4.064479621,0.778010132,0.442784391,0.619582181,-6.358561704,0.119185551,6,39
ENSG00000172239,PAIP1,-0.071290046,5.652194739,-0.777840991,0.442870465,0.6196001,-6.456064832,0.091651182,5,39
ENSG00000002016,RAD52,0.082462991,3.151484362,0.777777674,0.442901423,0.6196001,-6.226448807,0.10602386,12,39
ENSG00000269067,ZNF728,-0.170238564,1.300501719,-0.777802483,0.442904916,0.6196001,-5.921516624,0.218871201,19,39
ENSG00000180190,TDRP,-0.073712775,3.917041742,-0.777659979,0.44297513,0.61964809,-6.418026847,0.094787925,8,39
ENSG00000170448,NFXL1,-0.067615174,4.273532885,-0.7774689,0.443080693,0.619745516,-6.385190481,0.086968333,4,39
ENSG00000198276,UCKL1,-0.077289162,3.450707766,-0.77704936,0.443325345,0.620037458,-6.310815255,0.099464933,20,39
ENSG00000279331,RBM12B-AS1,-0.148986927,0.574266323,-0.77660327,0.443588867,0.620310401,-5.745874519,0.191844322,8,39
ENSG00000127364,TAS2R4,-0.148788993,1.844968827,-0.776618699,0.443592394,0.620310401,-6.046094845,0.191585644,7,39
ENSG00000112877,CEP72,0.092538195,1.947795096,0.776500346,0.443643302,0.62033132,-6.018151944,0.119173411,5,39
ENSG00000130559,CAMSAP1,-0.080670916,6.811730931,-0.77643963,0.443696444,0.620340975,-6.477396684,0.103898504,9,39
ENSG00000255052,FAM66D,-0.264768557,0.561149526,-0.776390735,0.443724857,0.620340975,-5.819895795,0.341024879,8,39
ENSG00000235121,AL645504.1,-0.14028289,0.613969219,-0.776313353,0.443758055,0.620340975,-5.81116555,0.180703951,1,39
ENSG00000135315,CEP162,0.080826669,4.004120076,0.776172544,0.44384705,0.620415124,-6.390590595,0.104134925,6,39
ENSG00000280077,AL353763.2,0.116523667,1.911452441,0.776011144,0.443941827,0.620451562,-6.045191174,0.150157209,9,39
ENSG00000257060,AC091078.1,-0.196560277,0.087322858,-0.776011915,0.44394503,0.620451562,-5.694056365,0.253295437,15,39
ENSG00000183010,PYCR1,0.103912953,2.933782858,0.775901347,0.444009306,0.620491138,-6.212692137,0.133925471,17,39
ENSG00000250461,AC122718.1,0.221397429,1.088614992,0.775766483,0.444087712,0.620550454,-5.86918037,0.285391846,5,39
ENSG00000277449,CEBPB-AS1,-0.104945239,0.959467627,-0.775152912,0.444426707,0.620904934,-5.859313715,0.1353865,20,39
ENSG00000080503,SMARCA2,-0.047143158,7.748797975,-0.775091325,0.444462534,0.620904934,-6.398532254,0.060822715,9,39
ENSG00000073584,SMARCE1,-0.045389268,5.290086663,-0.775078679,0.44446989,0.620904934,-6.446901143,0.058560853,17,39
ENSG00000174326,SLC16A11,0.169475656,0.09175272,0.775065664,0.444485318,0.620904934,-5.647652987,0.218659739,17,39
ENSG00000033030,ZCCHC8,0.097525501,3.651607286,0.774775741,0.44466396,0.621056683,-6.38014192,0.12587578,12,39
ENSG00000011052,NME1-NME2,-0.107570499,2.370994048,-0.774723042,0.444692373,0.621056683,-6.136553102,0.138850264,17,39
ENSG00000131408,NR1H2,-0.073192664,5.26169641,-0.774672107,0.444720946,0.621056683,-6.497045337,0.094482121,19,39
ENSG00000122691,TWIST1,-0.18295094,0.476261259,-0.774648649,0.444737913,0.621056683,-5.784168188,0.2361728,7,39
ENSG00000173638,SLC19A1,0.10634351,3.570427942,0.774506458,0.444820661,0.621121972,-6.338807501,0.137304872,21,39
ENSG00000223839,FAM95B1,-0.132051493,3.726462959,-0.774243923,0.444973468,0.621254818,-6.333849336,0.170555414,9,39
ENSG00000121057,AKAP1,0.062516134,5.686439215,0.774191355,0.444987804,0.621254818,-6.53143778,0.080750235,17,39
ENSG00000167291,TBC1D16,0.076487419,6.298449337,0.77385908,0.44519752,0.621468164,-6.507947713,0.098838951,17,39
ENSG00000231259,AC125232.1,-0.127837785,2.082012165,-0.7738331,0.445212647,0.621468164,-6.07460191,0.165200719,2,39
ENSG00000205352,PRR13,-0.082450711,4.194108262,-0.773763992,0.445252889,0.621474064,-6.454839761,0.106557958,12,39
ENSG00000173269,MMRN2,0.185656867,4.445145704,0.77360232,0.44534704,0.621521695,-6.443747133,0.239990059,10,39
ENSG00000015532,XYLT2,0.064824403,4.23567642,0.773551165,0.44535905,0.621521695,-6.43532948,0.083801054,17,39
ENSG00000154027,AK5,-0.15924094,7.410469134,-0.773185216,0.445589999,0.62179371,-6.418582401,0.205954455,1,39
ENSG00000132570,PCBD2,-0.069325389,3.227010616,-0.773040899,0.445656311,0.621835959,-6.214151549,0.089678812,5,39
ENSG00000170145,SIK2,0.069111715,6.810673123,0.772930004,0.445730394,0.621869657,-6.511111262,0.089415231,11,39
ENSG00000155621,C9orf85,0.097711484,3.365144358,0.772906251,0.445752538,0.621869657,-6.295234361,0.126420875,9,39
ENSG00000144118,RALB,-0.118706695,5.518787882,-0.7727371,0.445851111,0.621875412,-6.53782214,0.153618476,2,39
ENSG00000186132,C2orf76,-0.109204473,1.506400162,-0.772684027,0.445864281,0.621875412,-5.870973056,0.141331345,2,39
ENSG00000110497,AMBRA1,-0.065353411,5.354192319,-0.772692004,0.445864778,0.621875412,-6.524843388,0.084578863,11,39
ENSG00000151466,SCLT1,-0.093502779,4.486904528,-0.772359549,0.446071176,0.622040775,-6.484246827,0.121061207,4,39
ENSG00000243678,NME2,-0.075342008,5.672776054,-0.772332821,0.446086758,0.622040775,-6.516431387,0.097551219,17,39
ENSG00000224318,CHL1-AS2,-0.182900505,0.057896605,-0.772324719,0.446091481,0.622040775,-5.671583388,0.236818142,3,39
ENSG00000262209,PCDHGB3,0.082656621,2.561253571,0.772186721,0.446154188,0.622069379,-6.142107976,0.107042272,5,39
ENSG00000138640,FAM13A,-0.100543024,5.690931171,-0.772148267,0.446194355,0.622069379,-6.511346112,0.13021207,4,39
ENSG00000139998,RAB15,-0.135741345,5.78165667,-0.772104042,0.446220142,0.622069379,-6.521776297,0.175807064,14,39
ENSG00000116793,PHTF1,-0.094981398,4.368395135,-0.771931407,0.446320809,0.622133831,-6.474024415,0.123043831,1,39
ENSG00000120071,KANSL1,0.082084703,6.340554444,0.771901102,0.446338481,0.622133831,-6.517660812,0.106340958,17,39
ENSG00000253230,LINC00599,-0.200936627,5.174083216,-0.771737369,0.446433972,0.622216672,-6.497579346,0.260369182,8,39
ENSG00000099381,SETD1A,-0.072317375,4.144750326,-0.771548506,0.446529937,0.62229454,-6.404537358,0.093730173,16,39
ENSG00000102871,TRADD,0.133138964,2.676636629,0.771517936,0.446561966,0.62229454,-6.206828676,0.172567555,16,39
