gene,hugo,logFC,AveExpr,t,P.Value,adj.P.Val,B,se,chr,N
ENSG00000175928,LRRN1,-0.125211554,4.736025325,-0.961574976,0.344111715,0.528437594,-6.234717914,0.130215071,3,39
ENSG00000167106,FAM102A,-0.095604425,6.496788861,-0.961567765,0.344115278,0.528437594,-6.338840765,0.099425572,9,39
ENSG00000186806,VSIG10L,-0.197735652,0.696477836,-0.961386287,0.344204958,0.528528275,-5.635896927,0.205677629,19,39
ENSG00000167995,BEST1,-0.194681797,4.24759246,-0.961258507,0.344268112,0.528578213,-6.24159393,0.202528036,11,39
ENSG00000064999,ANKS1A,0.052197269,5.663715664,0.960884626,0.344430405,0.528780345,-6.308631839,0.054322098,6,39
ENSG00000072609,CHFR,-0.121380623,4.738072908,-0.960759256,0.344514935,0.528863066,-6.317566123,0.126338229,12,39
ENSG00000077514,POLD3,-0.069459223,3.208495152,-0.960527423,0.344607062,0.52890387,-6.125397751,0.072313629,11,39
ENSG00000136197,C7orf25,-0.137772057,3.395104006,-0.960417751,0.344683839,0.52890387,-6.077029569,0.143450136,7,39
ENSG00000125462,C1orf61,-0.165737808,7.195349675,-0.960399008,0.344693111,0.52890387,-6.264088613,0.172571824,1,39
ENSG00000181991,MRPS11,0.0740482,4.337823205,0.960345989,0.344696815,0.52890387,-6.291882514,0.077105752,15,39
ENSG00000147140,NONO,0.076534679,6.285670337,0.960343746,0.344697925,0.52890387,-6.335764383,0.079695088,X,39
ENSG00000010270,STARD3NL,0.077859628,4.879286467,0.960290731,0.344725419,0.52890387,-6.347097348,0.081079225,7,39
ENSG00000141499,WRAP53,0.120182108,1.775206464,0.960140626,0.344798424,0.528957667,-5.838960756,0.12517136,17,39
ENSG00000006007,GDE1,-0.068436406,6.037615726,-0.960093407,0.344821789,0.528957667,-6.35737892,0.071280988,16,39
ENSG00000198690,FAN1,0.091778082,5.803300599,0.959849388,0.344965068,0.529130419,-6.374441763,0.09561717,15,39
ENSG00000108091,CCDC6,0.135431155,6.614720827,0.959740896,0.345018768,0.529165751,-6.30825247,0.141112206,10,39
ENSG00000114270,COL7A1,-0.195714388,3.111747484,-0.959393235,0.345190886,0.529382681,-6.028432117,0.203998091,3,39
ENSG00000114520,SNX4,-0.171598107,4.408037012,-0.958935675,0.3454175,0.529645973,-6.322164747,0.178946421,3,39
ENSG00000173933,RBM4,0.131260626,5.180839506,0.958922642,0.345423956,0.529645973,-6.334803881,0.136883436,11,39
ENSG00000169255,B3GALNT1,0.118471954,5.286324047,0.958710763,0.345528928,0.529682324,-6.298842398,0.12357424,3,39
ENSG00000276334,AL133243.2,-0.161258075,1.681840492,-0.958696044,0.345536221,0.529682324,-5.87042548,0.168205633,2,39
ENSG00000101146,RAE1,0.110279433,3.870059993,0.958688921,0.34553975,0.529682324,-6.196208225,0.115031509,20,39
ENSG00000152380,FAM151B,-0.100063278,1.611209616,-0.958406512,0.345657223,0.529770455,-5.785521514,0.104405882,5,39
ENSG00000213366,GSTM2,0.133428709,4.222991634,0.958448999,0.345658643,0.529770455,-6.276243237,0.139213155,1,39
ENSG00000162607,USP1,0.076385349,5.368311188,0.9581921,0.345763507,0.529844861,-6.343592579,0.079718199,1,39
ENSG00000200488,RN7SKP203,-0.15561273,2.865298203,-0.958227157,0.345768601,0.529844861,-6.109267161,0.162396493,2,39
ENSG00000156232,WHAMM,0.090780473,4.129689161,0.958014519,0.345862098,0.529914706,-6.282551741,0.094758974,15,39
ENSG00000112425,EPM2A,-0.08953641,4.566792223,-0.95799637,0.345875599,0.529914706,-6.327086993,0.09346216,6,39
ENSG00000177707,NECTIN3,-0.07102276,4.761477185,-0.957862862,0.345926754,0.529946029,-6.289175158,0.074147107,3,39
ENSG00000100347,SAMM50,0.065822693,4.352123567,0.957554945,0.346079476,0.530132928,-6.283661248,0.068740383,22,39
ENSG00000187239,FNBP1,0.086684893,6.391756388,0.95738534,0.346174313,0.530231134,-6.32995941,0.090543368,9,39
ENSG00000215068,AC025171.2,-0.203762653,1.154695107,-0.95680054,0.346476278,0.530646547,-5.742218473,0.212962519,5,39
ENSG00000211460,TSN,0.063464943,5.939068202,0.956341356,0.346681835,0.530879539,-6.365607381,0.066362228,2,39
ENSG00000250493,AP004147.1,0.208356866,0.098158087,0.956273078,0.346722538,0.530879539,-5.48994874,0.217884274,11,39
ENSG00000196367,TRRAP,0.072274943,6.76881494,0.956238137,0.3467331,0.530879539,-6.318728862,0.075582577,7,39
ENSG00000216906,AL355312.1,-0.177914071,-0.105178196,-0.956201161,0.346751465,0.530879539,-5.497587043,0.186063433,6,39
ENSG00000128918,ALDH1A2,0.241655953,1.350477682,0.955993555,0.346877014,0.531024641,-5.793537397,0.252779897,15,39
ENSG00000184408,KCND2,-0.14083462,5.071256395,-0.95531221,0.3472156,0.531449889,-6.322165735,0.147422611,7,39
ENSG00000260822,AC004656.1,-0.168341336,5.280872924,-0.955310618,0.347216392,0.531449889,-6.357608404,0.176216335,X,39
ENSG00000135390,ATP5MC2,-0.061908326,5.10191869,-0.955068471,0.34731438,0.531552722,-6.348134481,0.064820825,12,39
ENSG00000182841,RRP7BP,-0.190928579,3.657139311,-0.955031063,0.347355377,0.531568321,-6.216773243,0.199918711,22,39
ENSG00000140153,WDR20,0.078482923,4.583752697,0.954902641,0.347396844,0.531569024,-6.308091226,0.08218945,14,39
ENSG00000158156,XKR8,0.121064716,2.366954507,0.954832382,0.347433044,0.531569024,-5.910392543,0.12679159,1,39
ENSG00000161298,ZNF382,-0.101393664,5.209935025,-0.954800855,0.347469857,0.531569024,-6.364726776,0.10619352,19,39
ENSG00000153237,CCDC148,0.124149275,2.678890842,0.954689016,0.347509581,0.531569024,-5.953421323,0.130041587,2,39
ENSG00000149596,JPH2,0.253431952,0.457073135,0.954720423,0.347509861,0.531569024,-5.587424907,0.265451483,20,39
ENSG00000159712,ANKRD18CP,-0.199153756,2.461596834,-0.954518444,0.347610331,0.531675579,-5.997115675,0.208643172,9,39
ENSG00000119688,ABCD4,0.128624227,4.4751473,0.954224469,0.347756598,0.531852155,-6.248695847,0.134794518,14,39
ENSG00000114166,KAT2B,0.135653666,6.882712074,0.953825224,0.347955308,0.532108898,-6.337890182,0.142220674,3,39
ENSG00000186235,AC016757.1,0.168885191,1.460164372,0.953589238,0.348071352,0.532238085,-5.770138819,0.177104758,2,39
ENSG00000235501,AC105942.1,0.171175223,1.562112925,0.953531648,0.348101473,0.532238085,-5.831677475,0.179517086,1,39
ENSG00000132768,DPH2,-0.076761583,3.24675418,-0.953402096,0.34814363,0.532255381,-6.085247262,0.080513336,1,39
ENSG00000106462,EZH2,-0.244331696,0.737167088,-0.953258149,0.34823768,0.532352002,-5.667498818,0.256312203,7,39
ENSG00000173786,CNP,-0.244064892,8.6610838,-0.953094602,0.348319145,0.532429371,-6.23025067,0.25607625,17,39
ENSG00000156804,FBXO32,0.141434743,5.960114256,0.952891632,0.348420266,0.532498687,-6.255792903,0.148426892,8,39
ENSG00000112282,MED23,0.052235427,4.953469625,0.952834861,0.34842621,0.532498687,-6.323043702,0.05482107,6,39
ENSG00000174514,MFSD4A,-0.164193907,6.504870967,-0.952756248,0.348487726,0.532508642,-6.341792362,0.172335691,1,39
ENSG00000196505,GDAP2,-0.050604598,5.750435055,-0.952656177,0.348515257,0.532508642,-6.318717362,0.053119477,1,39
ENSG00000143368,SF3B4,0.115304478,2.380319091,0.952644319,0.348525301,0.532508642,-6.000243537,0.121036231,1,39
ENSG00000169599,NFU1,-0.106848497,3.476929105,-0.952143322,0.348786297,0.532854508,-6.16057288,0.112218922,2,39
ENSG00000284413,NA,-0.49068989,-0.020109006,-0.952102847,0.348813429,0.532854508,-5.56056689,0.515374879,NA,39
ENSG00000170779,CDCA4,0.139488893,1.457712397,0.951759373,0.34896366,0.533013179,-5.796630088,0.14655899,14,39
ENSG00000162670,BRINP3,0.106896269,4.332349435,0.951767891,0.348980475,0.533013179,-6.273804239,0.11231338,1,39
ENSG00000114850,SSR3,-0.082611724,6.472128159,-0.951643844,0.349025756,0.533013179,-6.341121451,0.086809498,3,39
ENSG00000119608,PROX2,0.236038039,1.155354144,0.951646852,0.349040851,0.533013179,-5.746706913,0.248031124,14,39
ENSG00000198752,CDC42BPB,-0.045004528,7.930591197,-0.951479134,0.349102213,0.533044919,-6.275335887,0.047299543,14,39
ENSG00000237036,ZEB1-AS1,0.153758268,1.743772035,0.95147608,0.349123417,0.533044919,-5.844997491,0.16159972,10,39
ENSG00000111361,EIF2B1,-0.081960787,4.089620968,-0.951343382,0.34916995,0.533068802,-6.275772599,0.086152685,12,39
ENSG00000119689,DLST,0.067756866,5.280041622,0.951225844,0.349228607,0.533091679,-6.346494136,0.071231103,14,39
ENSG00000272645,GTF2IP20,0.094017425,1.448504787,0.951189547,0.349246722,0.533091679,-5.656266207,0.098841945,1,39
ENSG00000178904,DPY19L3,0.123917942,5.972220666,0.950834518,0.349446238,0.533329848,-6.353118916,0.130325456,19,39
ENSG00000163482,STK36,0.150666193,3.485774546,0.950640798,0.349542958,0.533329848,-6.206695948,0.158489088,2,39
ENSG00000284024,HSPA14,-0.098633922,3.010424346,-0.95058332,0.34954937,0.533329848,-6.091872225,0.103761469,10,39
ENSG00000116106,EPHA4,-0.233234253,6.651622389,-0.95061266,0.349557008,0.533329848,-6.356497052,0.245351511,2,39
ENSG00000167904,TMEM68,0.059747988,3.782267801,0.950567463,0.349557289,0.533329848,-6.179610431,0.062855074,8,39
ENSG00000148153,INIP,-0.058747565,5.144234002,-0.95046316,0.349609379,0.533362164,-6.331325259,0.061809408,9,39
ENSG00000102302,FGD1,-0.072193531,3.987785969,-0.95038513,0.349648351,0.533374465,-6.2369625,0.075962396,X,39
ENSG00000272345,AL031775.1,0.202620983,-0.009972665,0.949911456,0.349899829,0.533710903,-5.555135676,0.213305126,6,39
ENSG00000205035,AC136759.1,-0.192129718,2.778666519,-0.949816726,0.3499546,0.533747267,-6.078959673,0.202280833,11,39
ENSG00000154370,TRIM11,-0.090683731,4.348673637,-0.949642669,0.350031668,0.533817628,-6.297728183,0.095492477,1,39
ENSG00000247373,AC055713.1,0.226629648,1.222810634,0.9495209,0.35010245,0.533878391,-5.77787817,0.238677893,12,39
ENSG00000112081,SRSF3,-0.080822344,6.425710019,-0.949317564,0.350183844,0.533955325,-6.331899638,0.085137311,6,39
ENSG00000149926,FAM57B,-0.135295305,3.500021336,-0.948163659,0.350781317,0.53478019,-6.175074016,0.142691933,16,39
ENSG00000166503,HDGFL3,-0.074583062,7.068442354,-0.948108299,0.350786797,0.53478019,-6.298976922,0.078665129,15,39
ENSG00000137764,MAP2K5,-0.064099156,3.874517967,-0.947855133,0.350913536,0.534886611,-6.238080054,0.067625478,15,39
ENSG00000065427,KARS,0.076620798,5.138924702,0.947845023,0.350918598,0.534886611,-6.319665046,0.080836842,16,39
ENSG00000083720,OXCT1,-0.123863747,6.443662917,-0.947431001,0.351148144,0.535189222,-6.344441306,0.130736431,5,39
ENSG00000269190,FBXO17,0.098914596,3.49976313,0.947269575,0.35120804,0.535233237,-6.116077234,0.104420746,19,39
ENSG00000162063,CCNF,-0.118697055,3.150754509,-0.947076556,0.351325699,0.535348201,-6.125714993,0.125329948,16,39
ENSG00000217236,SP9,-0.248293737,1.420571013,-0.947036986,0.351345525,0.535348201,-5.825022828,0.262179556,2,39
ENSG00000127952,STYXL1,0.146089355,2.539474244,0.946845103,0.351441675,0.53543921,-6.024335873,0.15429066,7,39
ENSG00000233024,AC126755.2,-0.229808611,5.122110878,-0.946793946,0.351467312,0.53543921,-6.323842406,0.242722941,16,39
ENSG00000255585,AL590627.1,-0.177686999,1.838346499,-0.946731103,0.351498807,0.53543992,-5.883757384,0.187684759,9,39
ENSG00000257056,LINC02282,-0.186908855,0.528083503,-0.946359599,0.351674664,0.535660518,-5.612820244,0.197502995,14,39
ENSG00000141524,TMC6,0.196657504,4.717620361,0.94616743,0.351781388,0.535775784,-6.288468395,0.20784641,17,39
ENSG00000198034,RPS4X,0.083520319,7.128961561,0.945543697,0.352079641,0.536141961,-6.352337066,0.08833047,X,39
ENSG00000102781,KATNAL1,-0.081461082,6.1401655,-0.945535681,0.352083954,0.536141961,-6.378275977,0.086153367,13,39
ENSG00000268670,AC016586.1,0.21823448,0.223630963,0.945177822,0.352277865,0.536345954,-5.594076596,0.230892511,19,39
ENSG00000198342,ZNF442,0.202494258,1.942362118,0.945173412,0.352280079,0.536345954,-5.910451825,0.214240324,19,39
ENSG00000234290,AC116366.1,-0.200359358,1.877411986,-0.94500141,0.352366419,0.536430077,-5.867515922,0.212020168,5,39
ENSG00000269473,AC012313.8,-0.176524239,0.599054601,-0.944873261,0.352417055,0.536459836,-5.646860546,0.186823192,19,39
ENSG00000181038,METTL23,0.123110583,2.505882045,0.944609901,0.352555605,0.536623403,-6.013789403,0.13032955,17,39
ENSG00000198633,ZNF534,-0.271573846,1.183508823,-0.944547264,0.352594454,0.536627643,-5.803834078,0.287517477,19,39
ENSG00000253731,PCDHGA6,0.074628604,3.882015175,0.94445115,0.352620587,0.536627643,-6.240896346,0.079017961,5,39
ENSG00000079482,OPHN1,0.095944505,6.558206839,0.944254006,0.352741756,0.536745442,-6.37541415,0.101608788,X,39
ENSG00000215302,AC127502.1,0.230281019,1.838715801,0.944202705,0.352767529,0.536745442,-5.867774239,0.243889387,15,39
ENSG00000166923,GREM1,-0.332485196,3.935750432,-0.944108032,0.352815094,0.536745442,-6.265315967,0.352168591,15,39
ENSG00000171116,HSFX1,0.166865138,1.296781663,0.944077062,0.352822413,0.536745442,-5.723004361,0.176749489,X,39
ENSG00000083290,ULK2,0.048599481,6.613543783,0.943975617,0.3528595,0.536754542,-6.230225939,0.051483831,17,39
ENSG00000172575,RASGRP1,-0.202276248,4.722654009,-0.943630072,0.353055292,0.537005035,-6.320148562,0.214359688,15,39
ENSG00000198246,SLC29A3,0.15493758,2.139331285,0.943471663,0.353134924,0.537078817,-5.94717658,0.164220703,10,39
ENSG00000108946,PRKAR1A,-0.087795605,8.302161975,-0.943302281,0.353199445,0.537129605,-6.239407203,0.093072609,17,39
ENSG00000170113,NIPA1,-0.126869815,6.733528219,-0.942987148,0.353378565,0.537317335,-6.331739485,0.134540344,15,39
ENSG00000165152,TMEM246,-0.145463948,5.698191212,-0.942922904,0.353410879,0.537317335,-6.341587155,0.154269186,9,39
ENSG00000188130,MAPK12,-0.136206922,4.386208045,-0.942912117,0.353416305,0.537317335,-6.262635076,0.144453465,22,39
ENSG00000159904,ZNF890P,-0.277930763,0.360338364,-0.942747684,0.353499022,0.537395746,-5.619324216,0.294809277,7,39
ENSG00000158805,ZNF276,-0.149981042,4.734191927,-0.942528965,0.353609067,0.537500147,-6.35040545,0.159126189,16,39
ENSG00000101782,RIOK3,-0.0788919,5.06155847,-0.942445945,0.353629993,0.537500147,-6.335560072,0.083709735,18,39
ENSG00000162825,NBPF20,0.13728276,2.335199697,0.942353719,0.353691082,0.53754565,-5.921583092,0.145680711,1,39
ENSG00000196689,TRPV1,-0.125984921,3.312283257,-0.941943508,0.353903743,0.537821073,-6.139468737,0.133749975,17,39
ENSG00000141295,SCRN2,-0.163044342,3.05392373,-0.941882146,0.353934637,0.537821073,-6.098925262,0.173104823,17,39
ENSG00000169696,ASPSCR1,-0.089673317,4.643017756,-0.94167141,0.354025075,0.53791113,-6.265815701,0.095227821,17,39
ENSG00000283529,AL035685.1,0.242687856,1.734044308,0.941023579,0.354367097,0.538383398,-5.906793271,0.257897742,20,39
ENSG00000117448,AKR1A1,-0.124160676,3.774033065,-0.940897884,0.354430439,0.538432227,-6.245262873,0.131959778,1,39
ENSG00000139899,CBLN3,0.196541091,0.987016009,0.940754487,0.354502711,0.538494611,-5.718477234,0.208918579,14,39
ENSG00000264070,DND1P1,-0.358860757,0.09066713,-0.940640931,0.35455995,0.538534152,-5.60040167,0.381506636,17,39
ENSG00000108582,CPD,0.099519011,7.124190967,0.94056028,0.354600607,0.538548501,-6.354378354,0.105808222,17,39
ENSG00000204959,ARHGEF34P,0.293643829,0.169219312,0.940225039,0.354769636,0.538757797,-5.56552116,0.312312284,7,39
ENSG00000099999,RNF215,-0.075075195,4.290302903,-0.939568825,0.355078637,0.539179598,-6.262936834,0.079903881,22,39
ENSG00000126070,AGO3,0.054669503,6.43945804,0.939489052,0.355118893,0.53919328,-6.337083866,0.058190676,1,39
ENSG00000124575,HIST1H1D,-0.255640775,1.563745051,-0.938833964,0.355471594,0.53966203,-5.837358292,0.272296045,6,39
ENSG00000164291,ARSK,0.178250556,3.145609281,0.938797186,0.355490165,0.53966203,-6.16851382,0.189871208,5,39
ENSG00000279377,AC003973.3,-0.372216397,1.037022739,-0.938651063,0.355563957,0.53972657,-5.705330455,0.396543947,19,39
ENSG00000103005,USB1,-0.099927342,3.852851339,-0.93846583,0.355656093,0.539818941,-6.272299368,0.106479467,16,39
ENSG00000101846,STS,-0.196584923,4.881552039,-0.938273147,0.355754851,0.539921347,-6.377410254,0.209517797,X,39
ENSG00000126882,FAM78A,0.106487829,3.422871319,0.938193104,0.355791696,0.539929777,-6.188299411,0.113503104,9,39
ENSG00000215158,AC138409.2,-0.146953879,3.183264468,-0.937960971,0.35591259,0.540065745,-6.130177021,0.156673768,5,39
ENSG00000184226,PCDH9,0.071447335,9.887584505,0.93766577,0.35603982,0.540211301,-6.149780513,0.076197018,13,39
ENSG00000154945,ANKRD40,0.245244572,7.709902189,0.937462279,0.356164669,0.540307753,-6.325885113,0.261604736,17,39
ENSG00000188659,SAXO2,0.171192223,1.17302325,0.937413502,0.356187912,0.540307753,-5.758893844,0.182621887,15,39
ENSG00000110436,SLC1A2,-0.151152226,12.52452408,-0.937397696,0.356197323,0.540307753,-6.058904566,0.161246637,11,39
ENSG00000128606,LRRC17,0.234515885,0.331549257,0.937316876,0.35623819,0.540322247,-5.579945028,0.25019915,7,39
ENSG00000196199,MPHOSPH8,-0.084282686,6.316472718,-0.937215077,0.356282416,0.540341833,-6.384006985,0.089928863,13,39
ENSG00000136490,LIMD2,-0.178302306,3.008388467,-0.936963839,0.356416739,0.540487739,-6.14178761,0.190297959,17,39
ENSG00000186862,PDZD7,-0.143019712,2.98707279,-0.936915353,0.356441265,0.540487739,-6.109047815,0.152649556,10,39
ENSG00000101928,MOSPD1,0.105364816,2.41053412,0.936774591,0.356490523,0.540514935,-6.022587085,0.112476168,X,39
ENSG00000080603,SRCAP,0.085053649,6.047752846,0.936624936,0.356576782,0.54059822,-6.349096567,0.090808653,16,39
ENSG00000100575,TIMM9,-0.075435553,2.490941101,-0.935788103,0.356989869,0.541176946,-5.979840478,0.080611789,14,39
ENSG00000229644,NAMPTP1,-0.357374252,0.432717347,-0.935560092,0.357127273,0.541337687,-5.614847464,0.381989629,10,39
ENSG00000152910,CNTNAP4,-0.242637712,5.964997088,-0.935223911,0.357297577,0.541501752,-6.394460596,0.259443444,16,39
ENSG00000138629,UBL7,-0.178343068,4.230170765,-0.935190933,0.357314286,0.541501752,-6.327874186,0.190702307,15,39
ENSG00000144401,METTL21A,0.106267764,3.768516723,0.935159643,0.357329651,0.541501752,-6.21373414,0.11363596,2,39
ENSG00000142192,APP,-0.156941893,9.476397009,-0.934893138,0.357465194,0.54161576,-6.200919756,0.167871478,21,39
ENSG00000164434,FABP7,0.145116058,4.718470829,0.934829333,0.357497533,0.54161576,-6.341639404,0.155232675,6,39
ENSG00000188158,NHS,0.115117434,4.984753104,0.93482635,0.357499044,0.54161576,-6.371980394,0.123143121,X,39
ENSG00000185219,ZNF445,0.046464227,6.218507956,0.934629324,0.357577017,0.541686332,-6.350001059,0.049714069,3,39
ENSG00000188064,WNT7B,-0.251793292,2.468194675,-0.934490278,0.357669411,0.541778735,-6.034173924,0.269444528,22,39
ENSG00000183778,B3GALT5,0.125753505,2.578258188,0.934421335,0.357702697,0.541781598,-6.045892945,0.134579017,21,39
ENSG00000102710,SUPT20H,-0.068152508,4.369091409,-0.934059293,0.357866084,0.541981494,-6.335295083,0.072963792,13,39
ENSG00000128283,CDC42EP1,0.214856696,3.997262576,0.933576584,0.358132864,0.542337929,-6.224261808,0.230143622,22,39
ENSG00000078319,PMS2P1,-0.156344458,1.732962609,-0.93309863,0.358375455,0.542657674,-5.899529986,0.167554054,7,39
ENSG00000084674,APOB,0.271280091,1.174736498,0.932945029,0.35845344,0.542728135,-5.685667515,0.290778215,2,39
ENSG00000170921,TANC2,-0.129023737,7.397460943,-0.932776975,0.358538776,0.542809714,-6.337374678,0.138322171,17,39
ENSG00000151090,THRB,-0.240679556,6.449143349,-0.932081172,0.35889224,0.543241632,-6.390040904,0.258217378,3,39
ENSG00000280071,GATD3B,-0.273258075,4.687280536,-0.932050364,0.358907895,0.543241632,-6.310708426,0.293179516,21,39
ENSG00000170456,DENND5B,-0.108114669,6.706532582,-0.932029471,0.358918512,0.543241632,-6.371764956,0.115999196,12,39
ENSG00000113812,ACTR8,0.060386161,4.668079335,0.931922368,0.35895111,0.543243322,-6.311907849,0.064797416,3,39
ENSG00000198873,GRK5,-0.130496545,3.979696629,-0.931569445,0.359152341,0.543417943,-6.265502127,0.140082466,10,39
ENSG00000196814,MVB12B,0.147380484,6.033107191,0.931543659,0.35916545,0.543417943,-6.379196348,0.158211032,9,39
ENSG00000102032,RENBP,0.145945186,2.280617329,0.931523497,0.359175701,0.543417943,-5.98797167,0.15667365,X,39
ENSG00000142856,ITGB3BP,-0.109111694,2.149223205,-0.931412634,0.359210249,0.543417943,-5.821496967,0.117146461,1,39
ENSG00000227671,AL390728.4,0.11217523,3.005681778,0.931369966,0.359241743,0.543417943,-6.07473731,0.120441107,1,39
ENSG00000196295,AC005154.1,-0.094617539,5.541359824,-0.931355812,0.359255441,0.543417943,-6.283507952,0.101591183,7,39
ENSG00000221963,APOL6,0.278724203,5.136135594,0.9310359,0.359423664,0.543624748,-6.388089776,0.299369985,22,39
ENSG00000161940,BCL6B,0.309381931,1.756451528,0.930854616,0.359515883,0.543716571,-5.807895559,0.332363321,17,39
ENSG00000162076,FLYWCH2,0.059018428,3.15843506,0.930692935,0.35957634,0.543760347,-6.116650661,0.063413427,16,39
ENSG00000186340,THBS2,-0.3302993,4.881381458,-0.930479532,0.359706738,0.543909873,-6.386615207,0.354977502,6,39
ENSG00000225889,AC012368.1,0.20814175,0.491309066,0.930260367,0.359818287,0.544030873,-5.63225784,0.223745692,2,39
ENSG00000204381,LAYN,0.278811457,3.26264801,0.930195211,0.359851454,0.544033352,-6.175656145,0.29973435,11,39
ENSG00000167283,ATP5MG,-0.110068164,5.27010289,-0.930051507,0.359924612,0.544096286,-6.399151456,0.118346311,11,39
ENSG00000189367,KIAA0408,-0.139875105,5.916516564,-0.929877469,0.360013226,0.544150995,-6.296898828,0.150423157,6,39
ENSG00000161328,LRRC56,-0.253047672,1.611214359,-0.929856566,0.36002387,0.544150995,-5.845637917,0.272136242,11,39
ENSG00000127507,ADGRE2,0.35180934,1.489380028,0.928941329,0.360490124,0.544807985,-5.823787569,0.378720732,19,39
ENSG00000260238,PMF1-BGLAP,0.220464272,1.352020763,0.92886332,0.360529883,0.544820358,-5.808504186,0.237348452,1,39
ENSG00000274376,ADAMTS7P1,-0.214647022,0.6886729,-0.928451028,0.360740064,0.54505899,-5.680696653,0.231188308,15,39
ENSG00000164663,USP49,-0.134422839,4.508388628,-0.928429642,0.360750969,0.54505899,-6.35272252,0.144785165,6,39
ENSG00000224310,LINC01567,-0.156357646,1.954823442,-0.927762556,0.361091219,0.545517482,-5.916641605,0.168531965,16,39
ENSG00000275342,PRAG1,-0.141640084,3.811926978,-0.927710751,0.361117652,0.545517482,-6.237062873,0.152676989,8,39
ENSG00000226696,LENG8-AS1,-0.1367196,0.855254763,-0.927527829,0.361189268,0.545530974,-5.696306396,0.147402154,19,39
ENSG00000248275,TRIM52-AS1,0.205614227,1.016893721,0.927569337,0.361189811,0.545530974,-5.730822978,0.221669926,5,39
ENSG00000058729,RIOK2,0.097089891,3.698320337,0.927395112,0.36126905,0.545579984,-6.228570411,0.104690967,5,39
ENSG00000111775,COX6A1,-0.112900559,6.629076597,-0.927363455,0.361294884,0.545579984,-6.353075084,0.121743593,12,39
ENSG00000168137,SETD5,-0.078800416,6.340330556,-0.927290152,0.36131711,0.545579984,-6.396092327,0.084979244,3,39
ENSG00000101310,SEC23B,0.082514642,5.241240747,0.927149688,0.361388815,0.545640511,-6.353972266,0.088998188,20,39
ENSG00000074416,MGLL,0.085259955,7.665848297,0.927038191,0.361445502,0.545678354,-6.312189923,0.091970272,3,39
ENSG00000173598,NUDT4,0.1323735,7.352230433,0.926966893,0.361497328,0.545704818,-6.325358333,0.142802835,12,39
ENSG00000104059,FAM189A1,-0.115089769,4.85065654,-0.926852074,0.361555956,0.545704818,-6.366145701,0.124172748,15,39
ENSG00000103550,KNOP1,-0.121545633,4.545956666,-0.926848261,0.361557903,0.545704818,-6.333357519,0.131138653,16,39
ENSG00000272449,AL139246.5,-0.28814366,0.332246951,-0.926103422,0.361938386,0.546231309,-5.631786253,0.31113551,1,39
ENSG00000170468,RIOX1,0.08645107,3.351536258,0.925848267,0.362047102,0.546347599,-6.188959288,0.093374987,14,39
ENSG00000149932,TMEM219,0.10984239,5.457005385,0.925740592,0.362123824,0.546415592,-6.399202963,0.118653532,16,39
ENSG00000109586,GALNT7,0.112730629,4.091937114,0.925270323,0.362364266,0.546730591,-6.273593894,0.121835344,4,39
ENSG00000008324,SS18L2,0.089642109,2.323278022,0.925099799,0.362429814,0.546781681,-6.010745541,0.096899933,3,39
ENSG00000182165,TP53TG1,0.117709759,1.536225901,0.924626464,0.36267198,0.547062362,-5.833167043,0.127305203,7,39
ENSG00000163531,NFASC,-0.153451159,8.153909969,-0.924603147,0.362705565,0.547062362,-6.284143682,0.165964349,1,39
ENSG00000230453,ANKRD18B,-0.217877375,3.185260854,-0.924592585,0.362710969,0.547062362,-6.197000855,0.235646898,9,39
ENSG00000108518,PFN1,0.088544348,5.323900953,0.924514001,0.362749785,0.547073089,-6.386218702,0.09577394,17,39
ENSG00000122335,SERAC1,0.087319359,3.884464855,0.924317011,0.362835599,0.547154689,-6.272488041,0.09446906,6,39
ENSG00000115232,ITGA4,0.168534553,1.57789001,0.924119689,0.362953013,0.547283921,-5.833209905,0.182373079,2,39
ENSG00000263276,AC020978.7,-0.213905305,0.259639684,-0.923982516,0.363023243,0.547306367,-5.600032888,0.231503628,16,39
ENSG00000130762,ARHGEF16,0.265869427,0.579971057,0.923956346,0.363036642,0.547306367,-5.639063305,0.28775107,1,39
ENSG00000132000,PODNL1,0.30279472,0.402841134,0.923904773,0.363063049,0.547306367,-5.57415442,0.32773369,19,39
ENSG00000167535,CACNB3,-0.1247714,5.682275804,-0.923691628,0.3631722,0.547423086,-6.386368033,0.135079064,12,39
ENSG00000040275,SPDL1,-0.094102915,3.386813709,-0.923581547,0.363206954,0.547427652,-6.129283124,0.101889124,5,39
ENSG00000261366,MANEA-DT,-0.173767239,0.383827509,-0.923323202,0.363348253,0.547592791,-5.661043878,0.188197631,6,39
ENSG00000117335,CD46,-0.070457406,6.132061686,-0.923145582,0.363430311,0.547629925,-6.363829935,0.07632318,1,39
ENSG00000101695,RNF125,0.18604459,2.470162149,0.923175956,0.363436364,0.547629925,-5.98928623,0.201526685,18,39
ENSG00000184428,TOP1MT,-0.08406025,2.927081147,-0.922992151,0.36350894,0.547691458,-6.023977334,0.091073635,8,39
ENSG00000178028,DMAP1,-0.071966432,4.563098913,-0.92284701,0.36358333,0.547755714,-6.348719877,0.077983058,1,39
ENSG00000256646,AC010132.3,0.534099998,1.56346478,0.922601891,0.36373059,0.547900531,-5.938851969,0.578906246,7,39
