ensembl_id,is_upregulated_in_AD,brain_region,study
ENSG00000110514,False,Temporal Lobe,Cho_et_al
ENSG00000156515,False,Temporal Lobe,Cho_et_al
ENSG00000160785,False,Temporal Lobe,Cho_et_al
ENSG00000167674,False,Temporal Lobe,Cho_et_al
ENSG00000160766,False,Temporal Lobe,Cho_et_al
ENSG00000119946,False,Temporal Lobe,Cho_et_al
ENSG00000261115,False,Temporal Lobe,Cho_et_al
ENSG00000173545,False,Temporal Lobe,Cho_et_al
ENSG00000257303,False,Temporal Lobe,Cho_et_al
ENSG00000253875,False,Temporal Lobe,Cho_et_al
ENSG00000115310,False,Temporal Lobe,Cho_et_al
ENSG00000196502,False,Temporal Lobe,Cho_et_al
ENSG00000158856,False,Temporal Lobe,Cho_et_al
ENSG00000143106,False,Temporal Lobe,Cho_et_al
ENSG00000065621,False,Temporal Lobe,Cho_et_al
ENSG00000163449,False,Temporal Lobe,Cho_et_al
ENSG00000178105,False,Temporal Lobe,Cho_et_al
ENSG00000004779,False,Temporal Lobe,Cho_et_al
ENSG00000183741,False,Temporal Lobe,Cho_et_al
ENSG00000119782,False,Temporal Lobe,Cho_et_al
ENSG00000108528,False,Temporal Lobe,Cho_et_al
ENSG00000101638,False,Temporal Lobe,Cho_et_al
ENSG00000135314,False,Temporal Lobe,Cho_et_al
ENSG00000116604,False,Temporal Lobe,Cho_et_al
ENSG00000162063,False,Temporal Lobe,Cho_et_al
ENSG00000162409,False,Temporal Lobe,Cho_et_al
ENSG00000108309,False,Temporal Lobe,Cho_et_al
ENSG00000183751,False,Temporal Lobe,Cho_et_al
ENSG00000183527,False,Temporal Lobe,Cho_et_al
ENSG00000185838,False,Temporal Lobe,Cho_et_al
ENSG00000232224,False,Temporal Lobe,Cho_et_al
ENSG00000135931,False,Temporal Lobe,Cho_et_al
ENSG00000134287,False,Temporal Lobe,Cho_et_al
ENSG00000134121,False,Temporal Lobe,Cho_et_al
ENSG00000169220,False,Temporal Lobe,Cho_et_al
ENSG00000070087,False,Temporal Lobe,Cho_et_al
ENSG00000089737,False,Temporal Lobe,Cho_et_al
ENSG00000172264,False,Temporal Lobe,Cho_et_al
ENSG00000165495,False,Temporal Lobe,Cho_et_al
ENSG00000125841,False,Temporal Lobe,Cho_et_al
ENSG00000183684,False,Temporal Lobe,Cho_et_al
ENSG00000214944,False,Temporal Lobe,Cho_et_al
ENSG00000148834,False,Temporal Lobe,Cho_et_al
ENSG00000063180,False,Temporal Lobe,Cho_et_al
ENSG00000105204,False,Temporal Lobe,Cho_et_al
ENSG00000242265,False,Temporal Lobe,Cho_et_al
ENSG00000140675,False,Temporal Lobe,Cho_et_al
ENSG00000107281,False,Temporal Lobe,Cho_et_al
ENSG00000145002,False,Temporal Lobe,Cho_et_al
ENSG00000116885,False,Temporal Lobe,Cho_et_al
ENSG00000057757,False,Temporal Lobe,Cho_et_al
ENSG00000013016,False,Temporal Lobe,Cho_et_al
ENSG00000250479,False,Temporal Lobe,Cho_et_al
ENSG00000122873,False,Temporal Lobe,Cho_et_al
ENSG00000130479,False,Temporal Lobe,Cho_et_al
ENSG00000239789,False,Temporal Lobe,Cho_et_al
ENSG00000158286,False,Temporal Lobe,Cho_et_al
ENSG00000138834,False,Temporal Lobe,Cho_et_al
ENSG00000250510,False,Temporal Lobe,Cho_et_al
ENSG00000128266,False,Temporal Lobe,Cho_et_al
ENSG00000101856,False,Temporal Lobe,Cho_et_al
ENSG00000141873,False,Temporal Lobe,Cho_et_al
ENSG00000154174,False,Temporal Lobe,Cho_et_al
ENSG00000131779,False,Temporal Lobe,Cho_et_al
ENSG00000149925,False,Temporal Lobe,Cho_et_al
ENSG00000127585,False,Temporal Lobe,Cho_et_al
ENSG00000158109,False,Temporal Lobe,Cho_et_al
ENSG00000185513,False,Temporal Lobe,Cho_et_al
ENSG00000168491,False,Temporal Lobe,Cho_et_al
ENSG00000090020,False,Temporal Lobe,Cho_et_al
ENSG00000203684,False,Temporal Lobe,Cho_et_al
ENSG00000197885,False,Temporal Lobe,Cho_et_al
ENSG00000058091,False,Temporal Lobe,Cho_et_al
ENSG00000100554,False,Temporal Lobe,Cho_et_al
ENSG00000128739,False,Temporal Lobe,Cho_et_al
ENSG00000101204,False,Temporal Lobe,Cho_et_al
ENSG00000146701,False,Temporal Lobe,Cho_et_al
ENSG00000123352,False,Temporal Lobe,Cho_et_al
ENSG00000184277,False,Temporal Lobe,Cho_et_al
ENSG00000103415,False,Temporal Lobe,Cho_et_al
ENSG00000171817,False,Temporal Lobe,Cho_et_al
ENSG00000117154,False,Temporal Lobe,Cho_et_al
ENSG00000112514,False,Temporal Lobe,Cho_et_al
ENSG00000120256,False,Temporal Lobe,Cho_et_al
ENSG00000142634,False,Temporal Lobe,Cho_et_al
ENSG00000132535,False,Temporal Lobe,Cho_et_al
ENSG00000241837,False,Temporal Lobe,Cho_et_al
