gene_name	log2_fold_change	p_value	sample_size	ref_allele	non_ref_allele
KMT2D|ENSG00000167548	0.339299279	0.004824455	18	Control	AD
IFT140|ENSG00000187535	0.331561127	0.004854769	18	Control	AD
F3|ENSG00000117525	-0.874596752	0.004860632	18	Control	AD
MRPL9|ENSG00000143436	-0.448452873	0.004878589	18	Control	AD
HDAC5|ENSG00000108840	0.529464897	0.004882972	18	Control	AD
SCX|ENSG00000260428	0.955908312	0.004889979	18	Control	AD
	0.642199376	0.004913959	18	Control	AD
TRIM11|ENSG00000154370	0.521613096	0.004918383	18	Control	AD
PLXNA3|ENSG00000130827	0.544855248	0.004924648	18	Control	AD
SPEN|ENSG00000065526	0.344875534	0.004943132	18	Control	AD
TRAPPC9|ENSG00000167632	-0.334260766	0.004956302	18	Control	AD
C6orf118|ENSG00000112539	1.231466905	0.004972188	18	Control	AD
CFAP251|ENSG00000158023	0.683682245	0.004974371	18	Control	AD
ATP5PB|ENSG00000116459	-0.465785173	0.004995469	18	Control	AD
ATG5|ENSG00000057663	-0.409959467	0.005025906	18	Control	AD
NIPSNAP1|ENSG00000184117	-0.584737889	0.005037903	18	Control	AD
MALAT1|ENSG00000251562	0.398255056	0.005069765	18	Control	AD
A2ML1|ENSG00000166535	0.893840735	0.005073387	18	Control	AD
CYP7B1|ENSG00000172817	-0.711076843	0.005094115	18	Control	AD
QRICH2|ENSG00000129646	0.624336951	0.005105996	18	Control	AD
SVEP1|ENSG00000165124	-0.845331659	0.005106253	18	Control	AD
ACTR1B|ENSG00000115073	-0.477010212	0.005109013	18	Control	AD
STX12|ENSG00000117758	-0.362840463	0.005139185	18	Control	AD
PPA2|ENSG00000138777	-0.439081798	0.005156268	18	Control	AD
KCTD7|ENSG00000243335	0.38205382	0.005164171	18	Control	AD
WAC|ENSG00000095787	0.276538672	0.005189974	18	Control	AD
MPST|ENSG00000128309	0.887686902	0.005190709	18	Control	AD
MSMO1|ENSG00000052802	-0.724590829	0.005206961	18	Control	AD
GOLGA6L4|ENSG00000184206	1.101728854	0.00523924	18	Control	AD
CSNK1E|ENSG00000213923	0.260556029	0.005242188	18	Control	AD
MYL12B|ENSG00000118680	-0.365381416	0.005264299	18	Control	AD
B3GNT9|ENSG00000237172	0.562938727	0.005287959	18	Control	AD
MED13L|ENSG00000123066	0.222039203	0.005331244	18	Control	AD
ZNF552|ENSG00000178935	0.69485462	0.005359568	18	Control	AD
SLC22A3|ENSG00000146477	0.949266757	0.005377108	18	Control	AD
MYBPH|ENSG00000133055	0.763160074	0.005380769	18	Control	AD
MRPS21|ENSG00000266472	-0.470154671	0.005398015	18	Control	AD
MYNN|ENSG00000085274	-0.351296088	0.005405011	18	Control	AD
ZRSR2|ENSG00000169249	0.491473269	0.005407442	18	Control	AD
IQCE|ENSG00000106012	0.439075683	0.005451323	18	Control	AD
ACIN1|ENSG00000100813	0.288921469	0.005463279	18	Control	AD
SETD9|ENSG00000155542	-0.863601524	0.005471008	18	Control	AD
LTC4S|ENSG00000213316	0.910648875	0.005477286	18	Control	AD
DNASE1|ENSG00000213918	0.513428918	0.005502146	18	Control	AD
PSMA6|ENSG00000100902	-0.457325101	0.005506277	18	Control	AD
VPS11|ENSG00000160695	-0.473474205	0.005558904	18	Control	AD
TNK2|ENSG00000061938	0.376213152	0.005591281	18	Control	AD
PLRG1|ENSG00000171566	-0.45507384	0.005602895	18	Control	AD
MPPED2|ENSG00000066382	-0.524985442	0.005646589	18	Control	AD
CTH|ENSG00000116761	-0.538419511	0.00567762	18	Control	AD
GP1BA|ENSG00000185245	0.751006829	0.005688662	18	Control	AD
LINC00930|ENSG00000258647	1.095556693	0.005691259	18	Control	AD
ZFHX2|ENSG00000136367	0.388557837	0.005708378	18	Control	AD
CC2D1A|ENSG00000288293	0.377421501	0.005724061	18	Control	AD
SLC12A7|ENSG00000276482	0.88253642	0.005739105	18	Control	AD
SPEG|ENSG00000072195	0.415138788	0.00577161	18	Control	AD
PPIL3|ENSG00000240344	-1.061521981	0.005781211	18	Control	AD
ZNF467|ENSG00000181444	0.727266662	0.005784061	18	Control	AD
ZNF646|ENSG00000167395	0.503867306	0.005788105	18	Control	AD
MDH1B|ENSG00000138400	-0.979835787	0.005800449	18	Control	AD
COX18|ENSG00000163626	-1.001756609	0.005836451	18	Control	AD
PKN2|ENSG00000065243	0.318373238	0.005840381	18	Control	AD
FAM50A|ENSG00000071859	0.405136089	0.005871919	18	Control	AD
OSTF1|ENSG00000134996	-0.644338147	0.005881228	18	Control	AD
